,OBJECTID,PLANT_NAME,COUNTY,ONLINE_MW,FACILITY,GENERAL_FUEL,PRIMARY_FUEL,TECHNOLOGY,STATUS,TURBINE_MW,ONLINE_DATE,PLANT_CITY,PLANT_STATE,PLANT_ZIPC,RIVER_SYSTEM,STREAM_NAME,DEVELOPER,ELEVATION,location,latlons,lat,lon
78,148,WOODLEAF,BUTTE,59.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,#1 = /52.0,11/1/63,OROVILLE,CA,95965,FEATHER RIVER,SOUTH FORK FEATHER RIVER,OROVILLE-WYANDOTTE IRRIGATION DISTRICT,587.6542357999999,OROVILLE+CA,"[-121.556359, 39.5137752]",39.5137752,-121.556359
79,149,FORBESTOWN,BUTTE,29.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,1/1/63,OROVILLE,CA,95941,SF FEATHER RIVER,SOUTH FORK FEATHER RIVER,OROVILLE-WYANDOTTE IRRIGATION DISTRICT,292.90875239999997,OROVILLE+CA,"[-121.556359, 39.5137752]",39.5137752,-121.556359
80,150,KANAKA,BUTTE,1.12,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,2/13/89,FEATHER FALLS,CA,95940,SUCKER RUN CREEK,"SUCKER RUN CREEK, SOUTH FORK FEATHER RIVER","STS HYDROPOWER, LTD",292.70642089999996,FEATHER FALLS+CA,"[-121.2744065, 39.6429426]",39.6429426,-121.2744065
81,151,DEADWOOD CREEK,YUBA,1.95,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,1/29/90,CHALLENGE,CA,95925,DEADWOOD CREEK,"DEADWOOD CREEK, NORTH YUBA RIVER",YUBA COUNTY WATER AGENCY,607.3164062999999,CHALLENGE+CA,"[-121.223611, 39.4875]",39.4875,-121.223611
82,152,EDWARD C  HYATT,BUTTE,644.25,HYDROELECTRIC,HYDRO,WATER,"PUMPED STORAGE, HYDRO",OPERATIONAL,"1=117, 2=97.75, 3=117, 4=97.75, 5=117, 6=97.75",6/1/68,BUTTE,CA,95965,FEATHER RIVER,FEATHER RIVER,DEPT OF WATER RESOURCES,108.4666824,BUTTE+CA,"[-121.5370003, 39.6253952]",39.6253952,-121.5370003
83,153,KELLY RIDGE,BUTTE,10.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,#1 = 11,1/1/63,THERMALITO,CA,95965,SF FEATHER RIVER,"KELLY RIDGE CANAL, FEATHER RIVER",OROVILLE-WYANDOTTE IRRIGATION DISTRICT,79.82755279999999,THERMALITO+CA,"[-121.5869154, 39.5112752]",39.5112752,-121.5869154
84,155,THERMALITO DIVERSION DAM,BUTTE,3.4,HYDROELECTRIC,HYDRO,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,,7/1/87,OROVILLE,CA,95965,FEATHER RIVER,FEATHER RIVER,DEPT OF WATER RESOURCES,70.8837357,OROVILLE+CA,"[-121.556359, 39.5137752]",39.5137752,-121.556359
85,157,THERMALITO,BUTTE,115.1,HYDROELECTRIC,HYDRO,WATER,"HYDRO, PUMPED STORAGE",OPERATIONAL,"1=38, 2=30, 3=30, 4=30",2/1/68,OROVILLE,CA,95965,FEATHER RIVER,OFF STREAM FEATHER RIVER,DEPT OF WATER RESOURCES,60.4561539,OROVILLE+CA,"[-121.556359, 39.5137752]",39.5137752,-121.556359
86,159,STAMPEDE,SIERRA,3.65,HYDROELECTRIC,HYDRO,WATER,"RUN-OF-RIVER, WATER",OPERATIONAL,#1 = /3.0                            #2 = /0.7,6/1/88,TRUCKEE,CA,96126,LITTLE TRUCKEE RIVER,LOWER TRUCKEE RIVER,USBR,1743.3358154,TRUCKEE+CA,"[-120.1832533, 39.327962]",39.327962,-120.1832533
87,162,PACIFIC OROVILLE POWER,BUTTE,18.0,WTE,BIOMASS,AG & WOODWASTE,DIRECT COMBUSTION,OPERATIONAL,"1=.9.375, 2=9.397",12/1/85,OROVILLE,CA,95965,,,,49.1669731,OROVILLE+CA,"[-121.556359, 39.5137752]",39.5137752,-121.556359
88,163,BOWMAN,NEVADA,3.6,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,8/18/86,NEVADA CITY,CA,95604,YUBA RIVER,"CANYON CREEK, SOUTH YUBA RIVER, BOWMAN RESERVOIR",NEVADA IRRIGATION DISTRICT,1649.2180176,NEVADA CITY+CA,"[-121.0160594, 39.2615606]",39.2615606,-121.0160594
89,166,FISH POWER,YUBA,0.15,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,9/30/86,MARYSVILLE,CA,95935,OREGON CREEK,NORTH YUBA RIVER,YUBA COUNTY WATER AGENCY,575.3162842,MARYSVILLE+CA,"[-121.5913547, 39.1457253]",39.1457253,-121.5913547
90,167,COLUSA GEN. STATION,COLUSA,660.0,OIL/GAS,OIL/GAS,NATURAL GAS,"NATURAL GAS FIRED, COMBINED CYCLE",OPERATIONAL,,12/22/10,MAXWELL,CA,95955,,,,59.4261208,MAXWELL+CA,"[-122.1917266, 39.2762238]",39.2762238,-122.1917266
91,169,STOVAL 1 & 2,COLUSA,0.3,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,"1=.150, 2=.150",5/20/83,WILLIAMS,CA,95979,COLUSA BASIN,"GLENN-COLUSA CANAL, SACRAMENTO RIVER",GLENN-COLUSA IRRIGATION DISTRICT,49.156951899999996,WILLIAMS+CA,"[-122.1494187, 39.1546137]",39.1546137,-122.1494187
92,170,POTTER VALLEY,MENDOCINO,9.46,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=5.1, 2=2.5, 3=2.5",1/1/10,POTTER VALLEY,CA,95469,"RUSSIAN RIVER, EEL RIVER",EAST FORK RUSSIAN RIVER,PACIFIC GAS & ELECTRIC,312.0984497,POTTER VALLEY+CA,"[-123.113059, 39.3221089]",39.3221089,-123.113059
93,171,SPAULDING 3,NEVADA,6.61,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,1/1/29,EMIGRANT GAP,CA,95715,YUBA RIVER,"BOW-SPAULDING CANAL, SOUTH YUBA RIVER",PACIFIC GAS & ELECTRIC,1530.4372559,EMIGRANT GAP+CA,"[-120.6727122, 39.296845]",39.296845,-120.6727122
94,172,HAMMEKEN,MENDOCINO,0.33,HYDROELECTRIC,HYDRO,HYDRO,,OPERATIONAL,,3/27/90,POTTER VALLEY,CA,95469,POWERHOUSE CANAL,,W.H. HAMMEKEN,315.8627625,POTTER VALLEY+CA,"[-123.113059, 39.3221089]",39.3221089,-123.113059
95,174,FAR WEST POWER CO.,MENDOCINO,0.4,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,9/30/87,POTTER VALLEY,CA,95469,"TAILRACE CANAL OF PROJECT 77       
TAILRACE CANAL PF PROJECT 77",TRAILRACE CANAL OF PROJECT 77,BES HYDRO CO,299.9006042,POTTER VALLEY+CA,"[-123.113059, 39.3221089]",39.3221089,-123.113059
96,175,SPAULDING 1,NEVADA,7.04,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,5/1/17,EMIGRANT GAP,CA,95715,YUBA RIVER,"DRUM CANAL, SOUTH YUBA RIVER",PACIFIC GAS & ELECTRIC,1565.2207031,EMIGRANT GAP+CA,"[-120.6727122, 39.296845]",39.296845,-120.6727122
97,176,SPAULDING 2,NEVADA,3.7,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,1/1/20,EMIGRANT GAP,CA,95715,YUBA RIVER,"SOUTH YUBA CANAL, SOUTH YUBA RIVER",PACIFIC GAS & ELECTRIC,1480.5909424000001,EMIGRANT GAP+CA,"[-120.6727122, 39.296845]",39.296845,-120.6727122
98,177,COLGATE,YUBA,315.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=176.72, 2=175.67",10/1/69,DOBBINS,CA,95935,NORTH YUBA RIVER,"YUBA RIVER, NEAR ENGLEBRIGHT LAKE",YUBA COUNTY WATER AGENCY,170.9668427,DOBBINS+CA,"[-121.2060694, 39.3715576]",39.3715576,-121.2060694
99,178,BROWNS VALLEY ID,YUBA,1.0,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,6/29/84,BROWNS VALLEY,CA,95918,YUBA RIVER,"DRY CREEK,  YUBA RIVER, MERLE COLLINS RERSERVOIR",BROWNS VALLEY IRRIGATION DISTRICT,329.3398132,BROWNS VALLEY+CA,"[-121.4091297, 39.2421139]",39.2421139,-121.4091297
100,181,DEER CREEK,NEVADA,5.5,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,5/1/08,NEVADA CITY,CA,95959,BEAR  RIVER,"SOUTH YUBA CANAL, YUBA RIVER, 3 MI E OF SCOTTS FLAT RES.",PACIFIC GAS & ELECTRIC,1102.1318359000002,NEVADA CITY+CA,"[-121.0160594, 39.2615606]",39.2615606,-121.0160594
101,182,SCOTTS FLAT,NEVADA,0.85,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,#1 = /1.0,12/14/84,NEVADA CITY,CA,95959,YUBA RIVER,"DEER CREEK, YUBA RIVER, SCOTTS FLAT RESERVOIR",NEVADA IRRIGATION DISTRICT,893.5968017999999,NEVADA CITY+CA,"[-121.0160594, 39.2615606]",39.2615606,-121.0160594
102,183,KINGS BEACH,PLACER,16.2,OIL/GAS,OIL/GAS,DIESEL,INTERNAL COMBUSTION ENGINE,OPERATIONAL,"#1 = 2.8
#2 = 2.8
#3 = 2.8
#4 = 2.8
#5 = 2.8
#6 = 2.8",1/1/69,KINGS BEACH,CA,96143,,,,1934.7819824,KINGS BEACH+CA,"[-120.0265798, 39.2376846]",39.2376846,-120.0265798
103,184,DRUM 1,PLACER,55.5,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=13, 2=12, 3=14, 4=16.5",11/26/13,ALTA,CA,95701,SOUTH YUBA,"DRUM CANAL, BEAR RIVER",PACIFIC GAS & ELECTRIC,1033.3297119,ALTA+CA,"[-120.8114612, 39.206736]",39.206736,-120.8114612
104,185,DRUM 2,PLACER,49.5,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,12/18/65,ALTA,CA,95701,SOUTH YUBA,"DRUM CANAL, BEAR RIVER",PACIFIC GAS & ELECTRIC,1033.3297119,ALTA+CA,"[-120.8114612, 39.206736]",39.206736,-120.8114612
105,186,NARROWS 2,YUBA,46.8,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,12/1/70,DOBBINS,CA,95935,YUBA RIVER,YUBA RIVER,YUBA COUNTY WATER AGENCY,90.7491837,DOBBINS+CA,"[-121.2060694, 39.3715576]",39.3715576,-121.2060694
106,187,NARROWS 1,NEVADA,67.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=12, 2=55",12/1/43,SMARTVILLE,CA,95977,YUBA RIVER,"YUBA RIVER, SOUTH OF ENGLEBRIGHT LAKE",PACIFIC GAS & ELECTRIC,111.7873459,SMARTVILLE+CA,"[-121.2988335, 39.2077473]",39.2077473,-121.2988335
107,189,DUTCH FLAT 1,PLACER,22.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,3/29/43,ALTA,CA,95701,SOUTH YUBA,"DUTCH FLAT CANAL, BEAR RIVER",PACIFIC GAS & ELECTRIC,828.7701416,ALTA+CA,"[-120.8114612, 39.206736]",39.206736,-120.8114612
108,190,ALTA,PLACER,2.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=1, 2=1",1/1/02,ALTA,CA,95701,BEAR RIVER,"TOWEL CANAL, LOW BEAR RIVER, LITTLE BEAR",PACIFIC GAS & ELECTRIC,1095.6193848,ALTA+CA,"[-120.8114612, 39.206736]",39.206736,-120.8114612
109,191,DUTCH FLAT 2,NEVADA,27.3,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,11/1/65,DUTCH FLAT,CA,95714,SOUTH YUBA,"DUTCH FLAT CANAL, BEAR RIVER",NEVADA IRRIGATION DISTRICT,847.923645,DUTCH FLAT+CA,"[-120.8378103, 39.2059586]",39.2059586,-120.8378103
110,192,LAKE MENDOCINO,MENDOCINO,3.5,HYDROELECTRIC,HYDRO,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,"1=1, 2=2.5",3/1/87,UKIAH,CA,94582,RUSSIAN RIVER,EAST FORK RUSSIAN RIVER,CITY OF UKIAH,195.4544067,UKIAH+CA,"[-123.2077831, 39.1501709]",39.1501709,-123.2077831
111,193,CHICAGO PARK,NEVADA,44.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,11/1/65,COLFAX,CA,95713,SOUTH YUBA,"CHICAGO PARK FLM, BEAR RIVER",NEVADA IRRIGATION DISTRICT,699.5349121,COLFAX+CA,"[-120.9532759, 39.1007298]",39.1007298,-120.9532759
112,195,ROLLINS,NEVADA,13.5,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=5.85, 2=7.161",8/1/80,COLFAX,CA,95713,BEAR RIVER,"BEAR RIVER, ROLLINGS RESERVOIR",NEVADA IRRIGATION DISTRICT,597.8896484,COLFAX+CA,"[-120.9532759, 39.1007298]",39.1007298,-120.9532759
113,201,FEATHER RIVER ENERGY CENTER,SUTTER,48.1,OIL/GAS,OIL/GAS,NATURAL GAS,SIMPLE CYCLE,OPERATIONAL,,12/1/02,YUBA CITY,CA,95991,,,,16.000657999999998,YUBA CITY+CA,"[-121.6169108, 39.1404477]",39.1404477,-121.6169108
114,202,LAKE COUNTY SANITATION DISTRICT SOLAR FARM,LAKE,2.2,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,12/1/08,LAKEPORT,CA,95453,,,SUNPOWER,428.96499630000005,LAKEPORT+CA,"[-122.9158293, 39.0429506]",39.0429506,-122.9158293
115,204,FRENCH MEADOWS,PLACER,15.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,10/1/66,FORESTHILL,CA,95631,AMERICAN RIVER,"RUBICON RIVER, FRENCH MEADOWS RESERVOIR",PLACER COUNTY WATER AGENCY,1408.7572022,FORESTHILL+CA,"[-120.8179891, 39.0201768]",39.0201768,-120.8179891
116,205,OSTROM ROAD,YUBA,1.6,WTE,LANDFILL GAS,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,,1/1/11,WHEATLAND,CA,95692,,,,37.6436768,WHEATLAND+CA,"[-121.4230133, 39.0098946]",39.0098946,-121.4230133
117,206,HELL HOLE,PLACER,0.73,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,4/30/83,FORESTHILL,CA,95631,RUBICON RIVER,RUBICON RIVER,PLACER COUNTY WATER AGENCY,1300.7830811,FORESTHILL+CA,"[-120.8179891, 39.0201768]",39.0201768,-120.8179891
118,208,CAMP FAR WEST,PLACER,6.8,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,2/1/85,WHEATLAND,CA,95652,BEAR RIVER,"BEAR RIVER,  CAMP FAR WEST RESERVOIR",SOUTH SUTTER WATER DISTRICT,58.4818115,WHEATLAND+CA,"[-121.4230133, 39.0098946]",39.0098946,-121.4230133
119,210,SUTTER POWER PROJECT,SUTTER,578.0,OIL/GAS,OIL/GAS,NATURAL GAS,"GAS FIRED, COMBINED CYCLE",OPERATIONAL,"1=185, 2=185, 3=191",7/2/01,YUBA CITY,CA,95993,,,CALPINE CORPORATION,11.998475099999999,YUBA CITY+CA,"[-121.6169108, 39.1404477]",39.1404477,-121.6169108
120,213,SOUTH SUTTER,SUTTER,0.4,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,7/17/85,SHERIDAN,CA,95674,BEAR RIVER,"CONVEYANCE CANAL, BEAR RIVER",SOUTH SUTTER WATER DISTRICT,45.2187576,SHERIDAN+CA,"[-121.375556, 38.979722]",38.979722,-121.375556
121,214,MIDDLE FORK,PLACER,116.0,HYDROELECTRIC,HYDRO,WATER,"HYDRO, WATER TURBINE",OPERATIONAL,"1=61, 2=55",10/1/66,FORESTHILL,CA,95631,AMERICAN RIVER,"MIDDLE FORK MOKELUMNE RIVER, MIDDLE FORK OF AMERICAN RIVER",PLACER COUNTY WATER AGENCY,771.09552,FORESTHILL+CA,"[-120.8179891, 39.0201768]",39.0201768,-120.8179891
122,215,COMBIE NORTH,NEVADA,0.33,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,3/24/88,MEADOW VISTA,CA,95722,BEAR RIVER,"COMBIE NORTH AQUEDUCT,  BEAR RIVER, LAKE COMBIE",NEVADA IRRIGATION DISTRICT,476.9625244,MEADOW VISTA+CA,"[-121.0218887, 39.0010079]",39.0010079,-121.0218887
123,216,COMBIE SOUTH,PLACER,1.5,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=.5, 2=.5, 3=.5",4/26/84,PLACER CITY,CA,95603,BEAR RIVER,BEAR RIVER,NEVADA IRRIGATION DISTRICT,466.49404910000004,PLACER CITY+CA,"[-121.2880059, 38.7521235]",38.7521235,-121.2880059
124,217,OXBOW,PLACER,6.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,10/1/66,FORESTHILL,CA,95631,AMERICAN RIVER,MIDDLE FORK AMERICAN RIVER,PLACER COUNTY WATER AGENCY (PCWA),364.27896119999997,FORESTHILL+CA,"[-120.8179891, 39.0201768]",39.0201768,-120.8179891
125,218,RALSTON,PLACER,79.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=65.7, 2=69",10/1/66,FORESTHILL,CA,95631,AMERICAN RIVER,MIDDLE FORK AMERICAN RIVER,PLACER COUNTY WATER AGENCY,371.45159910000007,FORESTHILL+CA,"[-120.8179891, 39.0201768]",39.0201768,-120.8179891
126,219,LOON LAKE,EL DORADO,82.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,8/1/71,FORESTHILL,CA,95276,AMERICAN RIVER,"GERGLE CREEK, SOUTH FORK RUBICON RIVER, LOON LAKE",SACRAMENTO MUNICIPAL UTILITY DISTRICT,1956.9020996,FORESTHILL+CA,"[-120.8179891, 39.0201768]",39.0201768,-120.8179891
127,220,SIERRA ENERGY CO.,EL DORADO,0.2,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,1/11/88,FORESTVILLE,CA,95436,AMERICAN RIVER,"DARDANELLS CREEK, MIDDLE FORK AMERICAN RIVER",ROBERT T. SUTER,274.20712280000004,FORESTVILLE+CA,"[-122.8902721, 38.4735237]",38.4735237,-122.8902721
128,221,HALSEY,PLACER,11.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,12/6/16,AUBURN,CA,95603,SOUTH YUBA,"BEAR RIVER CANAL, BEAR RIVER",PACIFIC GAS & ELECTRIC,460.9067078,AUBURN+CA,"[-121.0768901, 38.8965654]",38.8965654,-121.0768901
129,223,TUNNEL HILL,EL DORADO,0.6,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,12/30/83,GOERGETOWN,CA,95634,,,,1047.9013672,GOERGETOWN+CA,"[-120.8385462, 38.9068445]",38.9068445,-120.8385462
130,225,BUCKEYE,EL DORADO,4.0,HYDROELECTRIC,HYDRO,HYDRO,HYDRO,OPERATIONAL,,5/24/83,GEORGETOWN,CA,95634,,,,860.2266846000001,GEORGETOWN+CA,"[-120.8385462, 38.9068445]",38.9068445,-120.8385462
131,226,ROBBS PEAK,EL DORADO,29.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,10/1/65,POLLOCK PINES,CA,95725,AMERICAN RIVER,"GERLE CREEK, SOUTH FORK RUBICON RIVER",SACRAMENTO MUNICIPAL UTILITY DISTRICT,1477.4206543,POLLOCK PINES+CA,"[-120.5865935, 38.7612923]",38.7612923,-120.5865935
132,227,SWISS AMERICA,PLACER,0.1,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,12/23/85,AUBURN,CA,95603,SACRAMENTO RIVER,"GREEN CANAL, SACRAMENTO RIVER",SWISS-AMERICAN CO,381.1619568,AUBURN+CA,"[-121.0768901, 38.8965654]",38.8965654,-121.0768901
133,230,WISE 1&2,PLACER,14.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=14.5, 2=3.2",3/1/17,AUBURN,CA,95603,SOUTH YUBA,"AUBURN RAVINE, COON CREEK",PACIFIC GAS & ELECTRIC,277.95907589999996,AUBURN+CA,"[-121.0768901, 38.8965654]",38.8965654,-121.0768901
134,231,UNION VALLEY,EL DORADO,46.7,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,6/1/63,POLLOCK PINES,CA,95715,AMERICAN RIVER,"SILVER CREEK, SOUTH FORK, SILVER CREEK, TELS CREEK, WENCH CR",SACRAMENTO MUNICIPAL UTILITY DISTRICT,1351.6654053,POLLOCK PINES+CA,"[-120.5865935, 38.7612923]",38.7612923,-120.5865935
135,232,JONES FORK,EL DORADO,11.5,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,4/1/85,POLLOCK PINES,CA,95725,AMERICAN RIVER,"SOUTH FORK SILVER CREEK, UNION VALLEY RESERVOIR",SACRAMENTO MUNICIPAL UTILITY DISTRICT,1479.567749,POLLOCK PINES+CA,"[-120.5865935, 38.7612923]",38.7612923,-120.5865935
136,233,JAYBIRD,EL DORADO,154.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=77, 2=77",5/1/61,POLLOCK PINES,CA,95725,AMERICAN RIVER,"SOUTH FORK SILVER CREEK, LITTLE SILVER CREEK",SACRAMENTO MUNICIPAL UTILITY DISTRICT,890.9731445,POLLOCK PINES+CA,"[-120.5865935, 38.7612923]",38.7612923,-120.5865935
137,235,NEWCASTLE,PLACER,11.5,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,10/1/86,AUBURN,CA,95603,SOUTH YUBA,"SOUTH CANAL,  NORTH FORK AMERICAN RIVER",PACIFIC GAS & ELECTRIC,144.14550780000002,AUBURN+CA,"[-121.0768901, 38.8965654]",38.8965654,-121.0768901
138,236,LINCOLN LANDFILL,PLACER,13.0,WTE,LANDFILL GAS,LANDFILL GAS,LANDFILL GAS,OPERATIONAL,,1/1/99,LINCOLN,CA,95648,,,,37.010845200000006,LINCOLN+CA,"[-121.2930079, 38.891565]",38.891565,-121.2930079
139,239,BOTTLEROCK GEOTHERMAL RESTART,LAKE,10.0,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,OPERATIONAL,,1/1/07,COBB,CA,95426,,,,826.7874756,COBB+CA,"[-122.720961, 38.8334625]",38.8334625,-122.720961
140,248,ROSEVILLE,PLACER,50.4,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,"#1 = (CSC) 6.25 / 6.25
         (NCPA) 18.7 / 18.7
#2 = (CSC) 6.25 / 6.25
         (NCPA) 18.7 / 18.7",4/1/86,ROSEVILLE,CA,95678,,,,40.097263299999995,ROSEVILLE+CA,"[-121.2880059, 38.7521235]",38.7521235,-121.2880059
141,249,EL DORADO,EL DORADO,20.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=10, 2=10",5/2/04,POLLACK PINES,CA,95726,AMERICAN RIVER - SOUTH FORK,"SOUTH FORK AMERICAN RIVER, SLAB CREEK RESERVOIR",PACIFIC GAS & ELECTRIC,582.0343017999999,POLLACK PINES+CA,"[-120.5865935, 38.7612923]",38.7612923,-120.5865935
142,250,CAMINO,EL DORADO,154.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=80, 2=77",10/1/63,POLLOCK PINES,CA,95726,AMERICAN RIVER,SILVER CREEK,SACRAMENTO MUNICIPAL UTILITY DISTRICT,579.2548218,POLLOCK PINES+CA,"[-120.5865935, 38.7612923]",38.7612923,-120.5865935
143,254,ROCK CREEK L.P.,EL DORADO,3.6,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,4/24/86,PLACERVILLE,CA,95667,AMERICAN RIVER,"ROCK CREEK,  SOUTH FORK AMERICAN RIVER",ROCK CREEK LIMITED PARTNERSHIP,347.10638430000006,PLACERVILLE+CA,"[-120.798546, 38.7296252]",38.7296252,-120.798546
144,255,ROSEVILLE ENERGY PARK,PLACER,200.0,OIL/GAS,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,,11/7/07,ROSEVILLE,CA,95678,,,,27.430437100000006,ROSEVILLE+CA,"[-121.2880059, 38.7521235]",38.7521235,-121.2880059
145,258,SLAB CREEK,EL DORADO,0.4,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,7/1/83,CAMINO,CA,95709,AMERICAN RIVER,"SLAB CREEK, SOUTH FORK AMERICAN RIVER",SACRAMENTO MUNICIPAL UTILITY DISTRICT,590.6439209,CAMINO+CA,"[-120.6743853, 38.738046]",38.738046,-120.6743853
146,260,CHILI  BAR,EL DORADO,7.02,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,3/1/65,PLACERVILLE,CA,95667,AMERICAN RIVER,"SOUTH FORK AMERICAN RIVER, CHILI BAR RESERVORI",PACIFIC GAS & ELECTRIC,297.1375122,PLACERVILLE+CA,"[-120.798546, 38.7296252]",38.7296252,-120.798546
147,267,WHITE ROCK,EL DORADO,230.0,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"#1 = 110, 
#2 = 128",6/1/68,PLACERVILLE,CA,95725,AMERICAN RIVER,SOUTH FORK AMERICAN RIVER,SACRAMENTO MUNICIPAL UTILITY DISTRICT,302.1344299,PLACERVILLE+CA,"[-120.798546, 38.7296252]",38.7296252,-120.798546
148,279,GEOTHERMAL 1,SONOMA,110.0,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,"1=38.85, 2=34",1/1/83,MIDDLETOWN,CA,95461,,,NCPA,975.4423828,MIDDLETOWN+CA,"[-122.6149853, 38.7524045]",38.7524045,-122.6149853
149,283,GEOTHERMAL 2,SONOMA,110.0,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,STEAM TURBINE,OPERATIONAL,"3=42.42, 4=46.03",1/1/85,MIDDLETOWN,CA,95461,,,NCPA,990.2303467,MIDDLETOWN+CA,"[-122.6149853, 38.7524045]",38.7524045,-122.6149853
150,286,KIRKWOOD MEADOWS,ALPINE,5.34,OIL/GAS,OIL/GAS,DIESEL,,OPERATIONAL,,1/1/74,KIRKWOOD MEADOWS,CA,95646,,,,2383.796875,KIRKWOOD MEADOWS+CA,"[-120.0671651, 38.6884518]",38.6884518,-120.0671651
151,287,FOLSOM,SACRAMENTO,198.72,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=66.24, 2=66.24, 3=66.24",2/1/55,FOLSOM,CA,95630,VALLEY - AMERICAN,AMERICAN RIVER,USBR,58.4590454,FOLSOM+CA,"[-121.1760583, 38.6779591]",38.6779591,-121.1760583
152,288,WARM SPRINGS,SONOMA,2.79,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,12/1/88,GEYSERVILLE,CA,95441,RUSSIAN RIVER,"DRY CREEK,  RUSSIAN RIVER",SONOMA COUNTY WATER AGENCY,71.4150848,GEYSERVILLE+CA,"[-122.9027647, 38.7074755]",38.7074755,-122.9027647
