,0,1,annualAverage
64,-88.24611829999998,31.3422346,4.48
65,-87.3413599,32.0105439,4.52
66,-87.3413599,34.169008700000006,4.31
67,-109.13234990000001,31.690662899999996,7.52
68,-109.92117560000001,32.1139688,7.63
69,-111.47528510000001,35.6647545,7.61
70,-110.5215459,33.6370567,7.59
71,-109.7591675,33.076805,7.67
72,-109.28315309999999,33.2405598,7.63
73,-113.9536466,34.0061091,7.79
74,-112.04764229999999,33.058106300000006,7.7
75,-113.7632828,35.2143346,7.71
76,-110.1402594,35.4019765,7.63
77,-109.8275815,32.8961755,7.64
78,-111.28450249999999,32.816206099999995,7.61
79,-110.8076084,31.598612699999997,7.63
80,-112.42914640000002,34.646398100000006,7.73
81,-114.62769159999999,32.6926512,7.7
82,-91.83183340000001,35.20105,4.48
83,-91.75388170000001,33.156593900000004,4.51
84,-91.4970672,33.529278600000005,4.45
85,-92.586828,34.5645371,4.68
86,-93.0175712,36.311866200000004,4.51
87,-93.6548983,33.0981881,4.5
88,-92.539603,33.5020885,4.48
89,-93.5003454,36.2987495,4.54
90,-91.2865023,33.2056751,4.51
91,-93.1779659,34.0232374,4.43
92,-91.7862521,35.39674850000001,4.41
93,-92.0665197,35.4605769,4.41
94,-92.70960790000001,35.4214685,4.51
95,-93.1779659,33.1285176,4.43
96,-92.44210109999999,35.0886963,4.44
97,-90.6773046,35.8260959,4.38
98,-94.315422,35.5762761,4.63
99,-90.3748354,35.302144299999995,4.41
100,-90.8294002,35.29989129999999,4.43
101,-94.2190985,34.53594030000001,4.47
102,-91.443469,33.8773585,4.5
103,-91.75388170000001,33.5156463,4.51
104,-92.3813621,35.1035858,4.41
105,-91.7759792,36.170346,4.59
106,-93.8135164,33.6145649,4.46
107,-93.7099012,33.362902899999995,4.4
108,-92.4208713,34.2628015,4.46
109,-90.563609,36.13149310000001,4.4
110,-93.6623239,33.6530112,4.44
111,-92.9775558,34.3393795,4.4
112,-94.028678,34.1318213,4.45
113,-91.5983959,35.8174139,4.44
114,-91.9099238,36.1610924,4.45
115,-91.135302,35.647957399999996,4.43
116,-92.1640352,34.3806516,4.48
117,-94.1654821,36.1328564,4.54
118,-93.6217802,33.2511695,4.41
119,-91.135302,35.996973499999996,4.42
120,93.195984,27.932775,4.44
121,-94.42354820000001,35.949526,4.49
122,-94.19234000000002,33.68089260000001,4.52
123,-93.6623239,35.2475011,4.57
124,-91.8998611,34.7839795,4.44
125,-90.7226097,35.0131472,4.54
126,-90.1964835,35.2145336,4.47
127,-93.8655303,33.333555600000004,4.47
128,-90.0746767,35.8279728,4.4
129,-91.1045658,34.734819200000004,4.46
130,-93.6623239,34.542407399999995,4.42
131,-93.3388917,33.6621386,4.44
132,-93.1779659,35.9603994,4.5
133,-92.9375739,33.58285120000001,4.46
134,-92.7940557,35.0475869,4.44
135,-90.8675134,34.4611206,4.47
136,-93.6623239,34.1876975,4.4
137,-90.6393702,35.6078586,4.38
138,-94.1513764,34.5268097,4.46
139,-93.0175712,35.440627,4.49
140,-91.5983959,34.7636336,4.45
141,-92.2236667,34.753861500000006,4.4
142,-90.9820668,36.34579179999999,4.43
143,-90.1453751,36.453393299999995,4.44
144,-92.26709179999999,33.8734364,4.41
145,-92.0962552,34.696480799999996,4.51
146,-91.7336846,35.2468204,4.44
147,-94.315422,35.22603970000001,4.64
148,-94.2743628,34.0346222,4.52
149,-91.443469,36.16759740000001,4.45
150,-92.2236667,35.80751420000001,4.45
151,-92.539603,33.1431092,4.45
152,-94.348268,35.436756,4.42
153,-93.6826796,33.774004999999995,4.68
154,-91.75388170000001,35.290061200000004,4.43
155,-91.135302,35.1215846,4.45
156,-93.3388917,35.0810824,4.49
157,-122.2416355,37.7652065,5.63
158,-116.76641090000001,32.8350521,6.7
159,-120.77409309999999,38.3488921,6.22
160,-121.5370003,39.62539520000001,6.05
161,-120.6805037,38.1960477,6.18
162,-122.0094175,39.2143343,5.94
163,-121.90179540000001,37.8534093,5.49
164,-123.9659708,41.7076287,4.96
165,-120.847778,38.682778000000006,6.39
166,-119.7725868,36.7468422,6.44
167,-122.01386509999999,39.5218283,6.08
168,-123.86950859999999,40.7450055,5.0
169,-115.56943909999998,32.8475528,7.57
170,-117.54958459999999,36.309186499999996,8.01
171,-118.8596804,35.4937274,7.05
172,-119.88152029999999,36.0988489,6.09
173,-122.8084496,39.083964400000006,6.16
174,-120.71200230000001,40.53943889999999,6.56
175,-118.24368490000002,34.0522342,6.59
176,-120.0607176,36.961335600000005,6.3
177,-122.76330359999999,38.083403000000004,4.72
178,-119.96628429999998,37.4849377,6.43
179,-123.7994591,39.3076744,5.67
180,-120.48296770000002,37.3021632,5.92
181,-120.62936599999999,41.4565165,6.28
182,-118.9528645,37.9218608,7.21
183,-121.8946761,36.600237799999995,6.35
184,-122.28686499999999,38.2975381,5.7
185,-121.1710389,39.1346666,6.37
186,-117.8531119,33.787794399999996,5.48
187,-120.80394740000001,39.0915751,6.36
188,-120.80394740000001,39.99268319999999,6.55
189,-117.3961564,33.9533487,7.47
190,-121.49439960000001,38.5815719,5.69
191,-121.0818602,36.5096854,6.39
192,-117.2897652,34.1083449,7.92
193,-117.1610838,32.715738,6.77
194,-122.4194155,37.7749295,4.55
195,-120.1890447,36.6066162,5.8
196,-120.6596156,35.2827524,6.53
197,-122.32552539999999,37.562991700000005,4.67
198,-119.69819009999999,34.4208305,6.31
199,-121.9552356,37.354107899999995,6.01
200,-122.0307963,36.9741171,5.51
201,-122.49075659999998,40.598119,6.28
202,-120.2512728,39.5532845,6.6
203,-122.57701259999999,41.7743261,6.09
204,-121.90179540000001,38.3104969,5.59
205,-122.45803559999999,38.291859,5.43
206,-120.9876321,37.5090711,5.95
207,-121.75274820000001,39.1598915,5.72
208,-122.12332279999998,40.0271015,6.23
209,-123.0622553,40.6329485,6.12
210,-119.3473379,36.20772879999999,6.79
211,-120.2412999,37.9627027,6.46
212,-119.22903159999998,34.274646000000004,6.52
213,-121.8072828,38.732968,5.79
214,-121.39989950000002,39.2547027,5.89
215,-104.19309179999999,39.8398269,6.03
216,-105.87002140000001,37.469449100000006,7.52
217,-104.33264399999999,39.620309999999996,6.11
218,-107.0067031,37.1604318,6.93
219,-102.5298028,37.394731,6.54
220,-103.0817903,38.0036339,6.49
221,-105.2705456,40.0149856,5.53
222,-105.0866504,39.9205411,5.75
223,-106.25221429999999,38.7536679,6.15
224,-102.62162109999998,38.80025620000001,6.25
225,-105.6412527,39.6904464,5.45
226,-106.0197445,37.0883453,7.05
227,-105.5005483,37.2049596,7.19
228,-103.8560646,38.1930606,6.62
229,-105.3131185,38.061557799999996,6.61
230,-108.0689582,38.742206200000005,6.3
231,-104.9847179,39.737567,6.02
232,-108.5045356,37.473881799999994,6.65
233,-104.9388853,39.2587106,6.19
234,-106.8286507,39.655263399999995,5.72
235,-104.53715079999999,39.2194678,6.28
236,-104.4723301,38.9108325,6.45
237,-105.5005483,38.530651399999996,6.7
238,-107.763621,39.658477500000004,6.0
239,-105.45367179999998,39.877015899999996,5.69
240,-106.0640179,40.0727382,5.5
241,-106.9253207,38.5458246,6.01
242,-107.3848831,37.9316309,5.9
243,-104.9388853,37.6125984,6.81
244,-106.25221429999999,40.681924200000005,5.43
245,-105.800556,39.3775,5.92
246,-104.46441120000001,39.3472095,6.37
247,-102.7893667,38.76111289999999,6.1
248,-106.2992912,39.1941167,5.35
249,-107.763621,37.212585700000005,6.92
250,-105.5943388,40.6955572,5.51
251,-103.222708,38.0666735,6.78
252,-103.3587288,39.0457549,6.36
253,-102.989615,40.7056181,5.78
254,-108.1388881,39.1662458,6.35
255,-107.0067031,37.6583677,6.47
256,-105.9100156,37.9988882,5.99
257,-105.8672337,39.581098,7.14
258,-107.87617379999999,38.478319799999994,6.45
259,-103.7289167,40.298922600000004,5.96
260,-103.63627149999999,37.939766299999995,6.64
261,-107.6714487,38.0227716,5.87
262,-105.5943388,39.0897928,6.25
263,-102.3463875,40.53713339999999,5.75
264,-106.5166957,38.6091612,5.54
265,-102.25479190000001,37.84337560000001,6.31
266,-104.60914090000001,38.2544472,6.66
267,-108.2377519,39.9814297,6.02
268,-106.4405872,37.574950799999996,7.06
269,-107.10119309999999,40.477162299999996,5.47
270,-106.14196709999999,38.0875,6.83
271,-107.71625,37.7573704,5.72
272,-75.920194,5.668911899999999,6.41
273,-102.52546640000001,40.9363799,5.66
274,-106.0640179,39.591187100000006,5.37
275,-105.17268159999999,38.86115789999999,6.59
276,-102.989615,40.063745000000004,6.0
277,-104.7158226,40.3920718,5.82
278,-102.72520959999999,40.1222084,5.91
279,-73.2612615,41.1408363,3.86
280,-72.6850932,41.76371109999999,3.77
281,-73.1887165,41.747264200000004,3.78
282,-72.47315290000002,41.46985050000001,3.89
283,-72.9278835,41.308274,3.87
284,-72.0995209,41.3556539,3.88
285,-72.3686931,41.871486499999996,3.77
286,-72.1570219,41.6998208,3.79
287,-75.4344727,39.1440612,4.14
288,-75.5668166,39.66203970000001,4.09
289,-75.4344727,38.65308410000001,4.16
290,-77.03687070000001,38.9071923,4.19
291,-82.49442260000002,29.7938144,4.65
292,-86.681344,30.797131800000002,4.58
293,-85.684578,30.180530600000004,4.7
294,-82.1713632,29.97238179999999,4.61
295,-80.7214417,28.263933,4.94
296,-80.365865,26.190096,4.75
297,-85.18940450000001,30.347530199999998,4.58
298,-81.909826,26.894600899999997,5.09
299,-82.51858370000001,28.884884200000002,4.89
300,-81.77870209999998,29.9943564,4.58
301,-81.42789839999998,26.069985,4.98
302,-82.605118,30.1812696,4.62
303,-81.77870209999998,27.214207799999997,4.96
304,-83.1649001,29.5207227,4.86
305,-81.6035062,30.350051099999998,4.62
306,-87.3413599,30.6389408,4.56
307,-81.2518833,29.4086072,4.68
308,-84.8567932,29.7817695,4.88
309,-84.64791240000001,30.5562947,4.75
310,-82.82097399999998,29.6871128,4.66
311,-81.0754657,26.984415000000002,5.03
312,-85.35496499999998,29.800162300000004,4.8
313,-82.95015579999998,30.47559579999999,4.58
314,-81.82243620000001,27.4501733,4.9
315,-81.0754657,26.610531899999994,4.96
316,-82.37454009999998,28.8999815,4.85
317,-81.34002679999998,27.340028600000004,4.89
318,-82.3017728,27.990359700000003,4.98
319,-85.80766,30.874080600000003,4.61
320,-80.54384499999998,27.6947732,4.8
321,-85.18940450000001,30.715088199999997,4.61
322,-83.88970570000001,30.4311978,4.74
323,-83.2077645,30.029957300000003,4.66
324,-81.77870209999998,28.702847,4.76
325,-83.30042159999998,30.419658399999996,5.17
326,-84.1857115,30.490617699999998,4.85
327,-82.82097399999998,29.3178545,4.86
328,-84.8567932,30.1507777,4.62
329,-83.41292539999998,30.4693772,4.62
330,-82.34518899999998,27.4799195,5.05
331,-82.12783999999998,29.278776500000003,4.69
332,-82.19055999999998,29.293609999999997,4.91
333,-80.6326916,25.551603399999998,4.88
334,-81.78259849999998,24.555700100000003,5.21
335,-81.82243620000001,30.592733399999997,4.63
336,-86.6611083,30.57734009999999,4.62
337,-80.82978279999998,27.2439349,4.93
338,-81.2518833,28.4844995,4.76
339,-81.0754657,28.1019838,4.79
340,-80.0364297,26.7056206,4.82
341,-82.4319405,28.3232418,4.89
342,-82.7778579,27.876394,5.24
343,-81.6911559,27.8617347,4.82
344,-81.77870209999998,29.626515700000002,4.62
345,-81.5751476,30.080352100000002,4.7
346,-80.34222199999998,27.493610999999998,4.82
347,-86.9824288,30.7689907,4.57
348,-82.53065269999998,27.3364347,5.15
349,-82.79121339999998,27.8397466,4.72
350,-82.08429009999998,28.6747526,4.78
351,-83.16185859999999,29.2952809,4.62
352,-83.67739279999998,30.0993767,4.79
353,-82.34518899999998,30.074511199999996,4.62
354,-81.0754657,29.0279842,4.74
355,-84.35420490000001,30.1301689,4.89
356,-86.17517590000001,30.56401989999999,4.64
357,-85.684578,30.548737,4.58
358,-82.31583300000001,33.545833,4.64
359,-82.8640623,31.293216100000002,4.62
360,-82.4319405,31.541208500000003,4.65
361,-84.4802606,31.2816037,4.62
362,-83.5373946,34.4917665,4.64
363,-83.46435509999998,34.378541999999996,4.64
364,-83.6986568,34.0142667,4.55
365,-82.47373990000001,32.878766600000006,4.33
366,-83.2077645,31.7664035,4.69
367,-83.2077645,31.311853499999998,4.66
368,-83.7199136,32.786573499999996,4.61
369,-83.37893890000001,32.4087854,4.65
370,-81.9971108,31.1510963,4.62
371,-84.45936999999998,33.2909517,4.64
372,-81.47183869999998,32.023658399999995,4.67
373,-81.77870209999998,32.3595678,4.66
374,-81.9534815,33.088805,4.65
375,-83.9532571,33.2691443,4.55
376,-84.9510542,34.502587,4.64
377,-81.6035062,30.898276,4.68
378,-82.08429009999998,32.4241804,4.69
379,-85.0649071,33.5642239,4.41
380,-85.14793639999998,34.8981727,4.26
381,-82.08429009999998,30.791736100000005,4.6
382,-81.1196075,31.999419399999997,4.78
383,-84.76306819999998,33.547972800000004,4.53
384,-85.31362179999998,34.463266100000006,4.29
385,-84.4802606,34.2514526,4.37
386,-83.357567,33.9519347,4.58
387,-85.00255390000001,31.644793100000005,4.62
388,-83.4009933,34.8781479,4.46
389,-82.82097399999998,30.9716985,4.59
390,-83.9885113,31.9587827,4.38
391,-82.82097399999998,31.518228499999996,4.66
392,-84.7332527,31.17129349999999,4.66
393,-82.25832969999998,33.509851399999995,4.63
394,-83.46435509999998,31.1428037,4.67
395,-84.7315563,33.3716708,4.45
396,-83.154596,33.882895399999995,4.57
397,-83.804868,31.8875724,4.66
398,-85.47880649999998,34.910901700000004,4.21
399,-84.44658259999999,31.7735001,4.39
400,-84.2963123,33.7748275,4.65
401,-84.2278796,33.7956441,4.43
402,-83.2077645,32.128726799999995,4.66
403,-83.804868,32.1593447,4.64
404,-84.2278796,31.5439375,4.65
405,-82.84986540000001,31.508807300000004,4.41
406,-84.8984775,31.390110600000003,4.63
407,-82.95015579999998,30.7503289,4.59
408,-81.38393260000002,32.378147999999996,4.64
409,-82.8640623,34.079537200000004,4.65
410,-82.3017728,32.5726629,4.68
411,-82.1306747,33.5337464,4.64
412,-84.2278796,34.8580405,4.19
413,-84.4802606,33.4502206,4.47
414,-85.23084140000002,34.2828967,4.31
415,-83.938242,33.0342974,4.45
416,-85.0979973,33.2776182,4.68
417,-84.3962535,33.803396500000005,4.4
418,-84.4802606,34.6935359,4.23
419,-82.6267345,33.2422994,4.65
420,-81.6035062,31.262416899999998,4.74
421,-83.3323848,32.8820866,4.27
422,-84.2278796,30.905007899999998,4.71
423,-83.1649001,33.5186591,4.6
424,-84.01674229999998,33.9190653,4.46
425,-83.54965659999998,34.647889299999996,4.56
426,-83.804868,34.30778,4.54
427,-83.03613759999998,33.288262100000004,4.64
428,-84.57131640000001,33.226509899999996,4.36
429,-84.8567932,32.7032697,4.52
430,-82.95015579999998,34.3500039,4.67
431,-85.14793639999998,33.299040600000005,4.44
432,-84.14351359999998,33.4347963,4.51
433,-83.63484299999998,32.421965500000006,4.62
434,-83.29340859999999,31.5893221,4.7
435,-83.96602089999998,33.2945651,4.6
436,-84.42898879999998,34.4695524,4.59
437,-82.605118,31.823485100000003,4.67
438,-83.5723876,34.1170537,4.66
439,-81.9971108,32.778124600000005,4.67
440,-82.6915429,32.730819399999994,4.68
441,-81.4801073,31.6338288,4.6
442,-84.14351359999998,33.076588300000004,4.55
443,-83.03613759999998,31.02912689999999,4.6
444,-82.99316069999998,32.433014,4.66
445,-84.14351359999998,31.8128435,4.65
446,-81.47183869999998,31.842969,4.68
447,-82.4319405,33.787510100000006,4.65
448,-81.82243620000001,31.775554100000004,4.63
449,-83.29340859999999,30.8600022,4.62
450,-84.7990901,32.0509895,4.38
451,-82.51858370000001,33.525862599999996,4.64
452,-81.38393260000002,31.4748147,4.76
453,-83.6324022,32.8406946,4.57
454,-83.46794399999999,33.595681299999995,4.63
455,-84.5222189,32.328102,4.54
456,-83.31904779999998,33.1551387,4.49
457,-84.7315563,31.2008218,4.65
458,-82.7031896,33.2198688,4.63
459,-83.713229,33.7948364,4.56
460,-81.12205390000001,31.9404913,4.69
461,-84.59936009999998,31.537673100000003,4.58
462,-84.7315563,34.7928029,4.19
463,-84.8984775,32.479413300000004,4.5
464,-84.33574240000002,31.3129575,4.56
465,-82.949866,32.8554338,4.56
466,-84.0610191,32.293769,4.61
467,-84.8984775,33.9142037,4.39
468,-83.8260884,32.5892926,4.58
469,-84.45927009999998,34.4497166,4.33
470,-82.1713632,31.343806,4.62
471,-84.3962535,33.0881873,4.53
472,-85.14793639999998,34.0132398,4.33
473,-81.9567837,32.390175199999995,4.65
474,-83.37893890000001,33.3069978,4.61
475,-83.5598811,30.7849191,4.61
476,-83.37893890000001,34.9027286,4.49
477,-84.68974949999998,31.7913398,4.61
478,-82.08429009999998,33.3205339,4.62
479,-84.03788940000001,33.6752492,4.51
480,-84.31212640000001,32.2736136,4.56
481,-82.0170596,31.48632539999999,4.66
482,-84.8984775,30.9331429,4.63
483,-84.31212640000001,33.2636732,4.52
484,-83.1615422,33.794843,4.69
485,-84.8150781,32.1141344,4.59
486,-84.2278796,31.9981596,4.61
487,-84.5222189,32.689132199999996,4.53
488,-82.88559609999999,33.56978780000001,4.62
489,-82.08429009999998,32.0634576,4.64
490,-84.2278796,32.5407455,4.53
491,-82.99316069999998,31.8907647,4.67
492,-84.4802606,31.7370079,4.63
493,-83.8473015,30.841740899999998,4.66
494,-83.54965659999998,31.420559700000002,4.7
495,-82.34518899999998,32.0795072,4.67
496,-83.7199136,34.9208214,4.31
497,-82.5834947,32.3870233,4.67
498,-85.02334599999998,33.0698575,4.47
499,-83.63484299999998,31.6976531,4.68
500,-83.46435509999998,32.68356,4.63
501,-83.9744262,34.8457601,4.26
502,-84.31212640000001,32.9047684,4.54
503,-85.35496499999998,34.6858231,4.25
504,-83.7199136,33.77086129999999,4.55
505,-82.4752757,31.134411,4.6
506,-82.6915429,33.4470392,4.63
507,-82.7393089,33.7367948,4.66
508,-81.909826,31.5092107,4.64
509,-84.56414699999998,32.012988899999996,4.58
510,-82.6915429,32.0999794,4.67
511,-84.74521379999999,34.2828722,4.42
512,-84.98175400000001,34.8033566,4.25
513,-83.46435509999998,31.961175899999997,4.66
514,-82.7778579,33.808264,4.63
515,-83.1649001,32.8024682,4.66
516,-83.88970570000001,31.5282489,4.66
517,-155.66585680000003,19.542915100000002,4.58
518,-157.8583333,21.3069444,5.22
519,-156.9511111,21.180277800000002,5.21
520,-159.5737912,21.9661076,5.26
521,-156.3319253,20.7983626,5.61
522,-116.2420304,43.478767,6.03
523,-116.4916091,44.9882561,5.31
524,-112.1430215,42.5836362,5.49
525,-111.33219740000001,42.0299239,5.6
526,-116.64994250000001,47.2437836,4.61
527,-112.3624146,43.2112303,5.61
528,-113.9664446,43.474342799999995,5.89
529,-116.2146068,43.6187102,5.76
530,-116.5931483,48.2751783,4.58
531,-111.54552890000001,43.450868299999996,5.27
532,-116.56270649999999,48.7987617,4.51
533,-113.1841378,43.6448198,5.79
534,-114.82436650000001,43.5093688,5.87
535,-116.6865435,43.67795810000001,5.87
536,-111.66607250000001,42.75386839999999,5.31
537,-113.5728501,42.358036,5.74
538,-112.3755496,44.1975553,5.27
539,-115.8909742,46.0223931,4.71
540,-114.2614334,44.3331898,5.58
541,-115.52644579999999,43.1154284,5.97
542,-111.8071694,42.0135375,5.62
543,-111.4790031,44.2242743,5.1
544,-116.35892450000001,44.0324936,5.83
545,-114.7131081,42.9387917,6.28
546,-115.7237432,45.901954100000005,4.85
547,-112.24936709999999,43.7640903,5.55
548,-114.5186534,42.7240732,6.16
549,-116.5135257,48.3102037,4.63
550,-116.67641950000001,46.7360364,4.75
551,-113.6197746,44.8515919,5.27
552,-116.4054092,46.266479100000005,4.78
553,-111.9644136,43.512969399999996,6.16
554,-111.5583742,43.7508332,5.27
555,-113.49028290000001,42.7537967,6.0
556,-116.622876,46.41818139999999,4.84
557,-112.52450929999999,42.205976899999996,5.63
558,-116.0622892,42.6827359,5.99
559,-116.93377109999999,44.0782195,5.91
560,-112.76845209999999,42.7528492,5.64
561,-114.40587520000001,42.9360165,4.6
562,-111.6777396,43.886579,5.04
563,-114.46087109999999,42.5629668,5.92
564,-115.7926381,44.9204669,5.42
565,-116.75486070000001,44.365871500000004,5.6
566,-91.198333,39.865278,4.24
567,-90.0390073,39.72423870000001,4.27
568,-89.4742177,38.902985,4.24
569,-88.8263006,42.34849759999999,3.72
570,-90.71527490000001,39.9379573,4.23
571,-89.3669118,41.289131700000006,3.93
572,-88.04364729999998,38.65032619999999,4.32
573,-89.96267990000001,42.0385843,3.85
574,-90.2620042,39.939860100000004,4.2
575,-88.2433829,40.116420399999996,4.0
576,-89.3226954,39.56721829999999,4.19
577,-87.77633329999998,39.382418900000005,4.07
578,-88.55653099999998,38.727943100000005,4.18
579,-88.9645253,40.153647899999996,4.24
580,-88.470497,39.520142,4.08
581,-87.697554,41.737658700000004,3.71
582,-87.77633329999998,39.0499568,4.11
583,-88.2071598,39.2653533,4.11
584,-88.75036469999998,41.9294736,3.76
585,-88.78618440000001,40.1811468,4.05
586,-90.081779,40.785049,4.05
587,-88.0900762,41.8243831,3.72
588,-87.70113609999999,39.7555908,4.05
589,-89.74426969999998,40.745870399999994,4.17
590,-88.5433829,39.120041799999996,4.16
591,-90.1537229,39.320046600000005,4.21
592,-88.2071598,40.4988592,3.96
593,-90.04400009999998,39.6203259,4.24
594,-90.1595705,41.8672508,4.1
595,-88.24611829999998,37.7107751,4.19
596,-90.3748354,39.4029862,4.31
597,-88.4016041,41.350053100000004,3.8
598,-91.3390389,40.3964333,4.21
599,-91.135302,40.38493649999999,4.14
600,-90.61789940000001,39.1567149,4.21
601,-90.356239,41.0250376,4.04
602,-89.35647759999998,41.1114249,3.96
603,-87.5819743,40.827535600000004,3.87
604,-89.3226954,37.7218304,4.28
605,-88.0900762,39.055496500000004,4.13
606,-88.86469799999998,38.2267348,4.25
607,-90.3748354,39.07047539999999,4.33
608,-90.2244662,42.3148804,3.86
609,-88.90306,37.42037639999999,4.24
610,-90.353727,39.190047,3.74
611,-87.8611531,41.1200325,3.77
612,-88.4403883,41.55070429999999,3.77
613,-90.2548467,40.934204799999996,4.0
614,-87.82715340000001,42.368936299999994,3.78
615,-89.09083299999998,41.341111,3.87
616,-88.641111,42.441111,4.14
617,-88.9414786,41.795029299999996,3.86
618,-89.76398270000001,38.9675463,3.92
619,-88.84034270000001,37.9558825,4.09
620,-90.6773046,40.3885122,4.11
621,-88.26675340000001,42.333355,3.74
622,-89.16980900000001,40.3144833,4.0
623,-88.9970218,39.712815500000005,4.11
624,-89.9253233,39.2375268,4.28
625,-90.1570536,38.6825502,4.3
626,-88.9331256,37.7306054,4.22
627,-87.69363840000001,39.3914252,3.93
628,-88.6236615,38.9531001,4.12
629,-88.7493998,37.2478298,4.22
630,-89.83982890000001,37.9100519,4.15
631,-90.6773046,41.1985037,4.01
632,-90.18696440000001,38.274252600000004,4.36
633,-88.3459048,41.730585,4.24
634,-90.2244662,39.7341219,4.25
635,-88.59517509999998,39.60205429999999,4.1
636,-89.3226954,41.9969811,3.8
637,-89.58898640000001,40.6936488,3.99
638,-90.7454062,39.783103100000005,4.28
639,-88.55653099999998,40.0543526,4.04
640,-90.8294002,39.56623629999999,4.28
641,-88.59517509999998,37.417132,4.21
642,-89.2059111,37.2136615,4.25
643,-89.396345,41.185027500000004,3.91
644,-88.9803558,40.3761474,4.33
645,-89.85816319999998,39.845883,4.16
646,-90.57874759999999,41.5094771,4.01
647,-89.9253233,38.40081199999999,4.33
648,-88.55653099999998,37.7149675,4.21
649,-89.62516459999998,39.73373529999999,4.19
650,-90.6393702,40.18445429999999,4.19
651,-90.4879916,39.6094934,4.28
652,-88.86469799999998,39.398070399999995,4.16
653,-89.81303559999998,41.0795661,3.97
654,-89.62516459999998,42.31448899999999,3.8
655,-89.4742177,40.5522078,4.01
656,-88.5423132,42.2330782,4.27
657,-87.58891249999998,39.5811463,3.98
658,-87.8156715,38.4226484,4.14
659,-89.98956810000001,42.49639570000001,4.02
660,-89.4073123,40.7036482,4.27
661,-88.242369,41.9508336,4.19
662,-88.24611829999998,38.050113700000004,4.18
663,-89.8505012,41.7605503,3.9
664,-88.0900762,41.5054724,3.71
665,-89.7639829,38.9856018,4.24
666,-89.2412202,42.266131099999996,3.76
667,-89.028132,40.84670070000001,3.94
668,-85.559973,39.382549600000004,3.6
669,-85.02334599999998,41.093262200000005,3.6
670,-85.8895551,39.206801,3.96
671,-85.76110159999998,41.509215999999995,3.79
672,-85.31362179999998,40.49927840000001,3.65
673,-86.49965460000001,40.010616299999995,3.84
674,-86.17517590000001,39.1749729,4.02
675,-86.54006740000001,40.542415000000005,3.7
676,-87.27862669999998,39.0869874,3.67
677,-85.7256372,38.4492903,4.04
678,-87.14228949999998,39.36862199999999,3.96
679,-87.39807409999999,39.6569817,3.77
680,-86.4592091,38.30545479999999,4.08
681,-87.14228949999998,38.7020241,4.06
682,-84.98175400000001,39.171307500000005,3.99
683,-84.9291329,40.830603,3.92
684,-85.02334599999998,41.41389279999999,3.62
685,-85.2071816,39.1478313,3.72
686,-86.80415740000001,38.4453945,4.06
687,-85.9766671,41.6819935,3.57
