OBJECTID,PLANT_NAME,COUNTY,ONLINE_MW,FACILITY,GENERAL_FUEL,PRIMARY_FUEL,TECHNOLOGY,STATUS,TURBINE_MW,ONLINE_DATE,PLANT_CITY,PLANT_STATE,PLANT_ZIPC,RIVER_SYSTEM,STREAM_NAME,DEVELOPER,ELEVATION
1950,DILLARD SOLAR 1,SACRAMENTO,3.00,SOLAR,SOLAR,PHOTOVOLTAIC,FIXED TILT ARRAY,OPERATIONAL,PV1=3,12/26/11,SLOUGHHOUSE,CA,95653,,,RECURRENT ENERGY LLC,0.0000000
1951,KAMMERER 1,SACRAMENTO,5.00,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,"PV1=5, PV2=5, PV3=5",1/31/12,ELD GROVE,CA,95757,,,RECURRENT ENERGY LLC,0.0000000
1954,GRUNDMAN,SACRAMENTO,18.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,"PV1=3.65, PV2=3.65, PV3=3.65, PV4=3.65, PV4=3.65, PV5=3.65",12/20/11,ELK GROVE,CA,95757,,,"BELECTRIC, INC.",9.1440000
1955,OCOTILLO EXPRESS,IMPERIAL,315.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,12/31/12,OCOTILLO,CA,92259,,,,1259.4000000
1956,GOLDEN SPRINGS BUILDING C1,LOS ANGELES,1.16,SOLAR,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,,2/10/12,SANTA FE SPRINGS,CA,90670,,,,28.9560000
1957,GOLDEN SPRINGS BUILDING,LOS ANGELES,1.25,SOLAR,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,,3/30/12,SANTA FE SPRINGS,CA,90670,,,,28.9560000
1958,SS  SAN ANTONIO WEST,SAN BERNARDINO,1.87,SOLAR,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,,6/14/12,CHINO,CA,91708,,,,179.2200000
1960,"SMUD - SOLANO, PHASE 2A",SOLANO,13.20,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.65,6/1/06,RIO VISTA,CA,94512,,,,27.4320000
1961,"SMUD - SOLANO, PHASE 3",SOLANO,128.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,2.33,2/1/12,RIO VISTA,CA,94512,,,,57.9120000
1963,RE MCKENZIE 1,SACRAMENTO,5.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/8/12,GALT,CA,95632,,,RECURRENT ENERGY LLC,0.0000000
1969,"WAGNER WIND, LLC",RIVERSIDE,6.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3,12/21/12,PALM SPRINGS,CA,92240,,,WKN WAGNER LLC,262.7400000
1975,ADELANTO SOLAR POWER PROJECT,SAN BERNARDINO,10.00,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,1/31/12,ADELANTO,CA,92301,,,,915.0100000
1977,LAPC- CARPORT SHADE STRUCTURES,LOS ANGELES,1.76,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,8/19/10,WOODLAND HILLS,CA,91371,,,LOS ANGELES COMMUNITY COLLEGE DISTRICT,1244.1940000
1978,RE MOHICAN,ALAMEDA,1.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,9/30/10,LIVERMORE,CA,94551,,,RECURRENT ENERGY LLC,1166.8000000
1979,INDUSTRY METROLINK PV 1,LOS ANGELES,1.50,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,5/1/12,CITY OF INDUSTRY,CA,91789,,,CITY OF INDUSTRY,1169.5000000
1980,RE NORTH FACE,TULARE,1.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,4/30/09,VISALIA,CA,93291,,,RECURRENT ENERGY LLC,0.0000000
1982,WEST GATES SOLAR STATION,FRESNO,10.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,3/1/13,HURON,CA,93234,,,PACIFIC GAS & ELECTRIC,0.0000000
1983,GATES SOLAR STATION,FRESNO,20.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,3/1/13,HURON,CA,93234,,,PACIFIC GAS & ELECTRIC,0.0000000
1984,GUERNSEY SOLAR STATION,FRESNO,20.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,3/1/13,HANFORD,CA,93230,,,PACIFIC GAS & ELECTRIC,0.0000000
1985,NORTH SKY RIVER,KERN,162.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.43,12/6/12,WELDON,CA,93283,,,,0.0000000
1986,ALTA WIND VII,KERN,168.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3,1/1/13,MOJAVE,CA,93501,,,,0.0000000
1987,ALTA WIND IX,KERN,132.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3,1/1/13,MOJAVE,CA,93501,,,,0.0000000
1990,SPVP027 RIALTO,SAN BERNARDINO,2.62,SOLAR,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,,11/27/12,RIALTO,CA,92407,,,SOUTHERN CALIFORNIA EDISON,0.0000000
2002,WINDSTAR I,KERN,120.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,2,1/27/12,TEHACHAPI,CA,93561,,,,0.0000000
2003,ALPINE SOLAR,LOS ANGELES,66.00,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,1/13/13,LANCASTER,CA,92008,,,"NRG SOLAR ALPINE, ILC",0.0000000
2004,ANTELOPE SOLAR GREENWORKS,LOS ANGELES,20.00,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,3/25/13,LANCASTER,CA,93536,,,"NRG SOLAR ALPINE, ILC",0.0000000
2005,NRG SOLAR BORREGO I,SAN DIEGO,26.00,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,2/13/13,BORREGO SPRINGS,CA,92004,,,"NRG SOLAR ALPINE, ILC",0.0000000
2006,CALIFORNIA VALLEY SOLAR RANCH,SAN LUIS OBISPO,126.50,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,9/15/12,SANTA MARGARITA,CA,93453,,,"NRG SOLAR ALPINE, ILC",0.0000000
2007,ANTELOPE VALLEY SOLAR RANCH 1,LOS ANGELES,230.00,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,4/1/13,LANCASTER,CA,93536,,,"NRG SOLAR ALPINE, ILC",0.0000000
2008,HUDSON RANCH POWER I LIE,IMPERIAL,55.00,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,OPERATIONAL,,3/1/12,CALIPATRIA,CA,92233,,,SVP PERMITTING & COMPLIANCE ENERGYSOURCE LLC,0.0000000
2010,AMERESCO CHIQUITA ENERGY,LOS ANGELES,9.20,WTE,LANDFILL GAS,LANDFILL GAS,LANDFILL GAS,OPERATIONAL,,11/23/10,CASTAIC,CA,91384,,,,0.0000000
2014,SHILOH III,SOLANO,118.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,2,9/15/11,RIO VISTA,CA,94571,,,EDF RENEWABLE ENERGY,0.0000000
2015,SHILOH IV,SOLANO,100.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,2,12/21/12,BIRDS LANDING,CA,94512,,,EDF RENEWABLE ENERGY,0.0000000
2016,TOPAZ SOLAR FARM,SAN LUIS OBISPO,550.00,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,9/1/13,SANTA MARGARITA,CA,93453,,,,0.0000000
2017,ALPAUGH NORTH,TULARE,20.00,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,3/8/13,ALPAUGH,CA,93201,,,,0.0000000
2018,ALPAUGH 50,TULARE,50.00,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,2/20/13,ALPAUGH,CA,93201,,,,0.0000000
2019,CED WHITE RIVER SOLAR,TULARE,20.00,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,6/21/13,ALPAUGH,CA,93201,,,,0.0000000
2020,CORCORAN,KINGS,19.75,SOLAR,SOLAR,PHOTOVOLTAIC,,OPERATIONAL,,8/13/13,CORCORAN,CA,93212,,,,0.0000000
2022,DIABLO WIND ENERGY CENTER,ALAMEDA,18.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,.66,12/20/04,ALAMEDA,CA,94512,,,"DIABLO WINDS, LLC",745.0000000
2024,NORTH PALM SPRINGS 1A,RIVERSIDE,2.80,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,4/2/12,NORTH PALM SPRINGS,CA,92258,,,"SOLAR POWER, INC.",0.0000000
2025,NORTH PALM SPRINGS 4A,RIVERSIDE,4.90,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/2/12,NORTH PALM SPRINGS,CA,92258,,,"SOLAR POWER, INC.",0.0000000
2026,ANTELOPE VALLEY SOLAR PROJECT I,KERN,318.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,10/1/13,ROSAMOND,CA,93560,,,,0.0000000
2027,ANTELOPE VALLEY SOLAR PROJECT II,KERN,279.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,10/1/13,ROSAMOND,CA,93560,,,,0.0000000
2029,SAN JOSE/SANTA CLARA REGIONAL WASTEWATER FACILITY - COGEN,SANTA CLARA,14.40,OIL/GAS,OIL/GAS,NATURAL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,,,SAN JOSE,CA,95134,,,,0.0000000
2031,IMPERIAL SOLAR ENERGY CENTER SOUTH,IMPERIAL,130.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/1/13,CALEXICO,CA,92231,,,,0.0000000
2032,DESERT SUN 250,RIVERSIDE,250.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,12/25/13,DESERT CENTER,CA,92239,,,,0.0000000
2033,DESERT SUN 300,RIVERSIDE,300.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,10/15/13,DESERT CENTER,CA,92239,,,,0.0000000
2034,CAMPO VERDE SOLAR PROJECT,IMPERIAL,139.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,10/25/13,EL CENTRO,CA,92249,,,,0.0000000
2035,GENESIS SOLAR ENERGY PROJECT,RIVERSIDE,125.00,SOLAR,SOLAR,SOLAR,PARABOLIC TROUGH,OPERATIONAL,"1=125, 2=125",11/30/13,BLYTHE,CA,92226,,,,0.0000000
2036,KANSAS SOUTH,KINGS,20.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,6/25/13,LEMOORE,CA,93245,,,,0.0000000
2037,CSUSB FUEL CELL,SAN BERNARDINO,1.40,OIL/GAS,OIL/GAS,NATURAL GAS,"FUEL CELL, DIRECT",OPERATIONAL,,7/13/13,SAN BERNARDINO,CA,92407,,,,0.0000000
2038,RADIANCE SOLAR 4,LOS ANGELES,1.50,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,7/1/13,LANCASTER,CA,93536,,,,0.0000000
2039,RADIANCE SOLAR 5,LOS ANGELES,1.50,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,7/1/13,LANCASTER,CA,93536,,,,0.0000000
2040,DELANO ENERGY CENTER,TULARE,49.90,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,49.9,1/16/13,DELANO,CA,93215,,,,0.0000000
2042,ALITE WIND FARM,KERN,24.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3,1/1/08,MOJAVE,CA,93501,,,ALLCO/OAK CREEK ENERGY,0.0000000
2046,BUENA VISTA WIND,CONTRA COSTA,75.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.075,12/1/06,BYRON,CA,94514,,,BABCOCK & BROWN LIMITED,0.0000000
2047,BUENA VISTA REPOWER WIND,CONTRA COSTA,38.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1,1/1/06,BYRON,CA,94514,,,BABCOCK & BROWN LIMITED,0.0000000
2048,CALWIND II CEC,KERN,8.58,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.66,1/1/03,TEHACHAPI,CA,93561,,,CALWIND RESOURCES,0.0000000
2049,HELZEL & SCHWARZHOFF 86,KERN,2.40,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.9,1/1/86,TEHACHAPI,CA,93561,,,"HELZEL & SCHWARZHOFF, L.P.",0.0000000
2051,HELZEL & SCHWARZHOFF 88,KERN,1.80,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.09,1/1/86,TEHACHAPI,CA,93561,,,"HELZEL & SCHWARZHOFF, L.P.",0.0000000
2052,MOUNTAIN VIEW IV,RIVERSIDE,48.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1,12/1/11,PALM SPRINGS,CA,92262,,,AES CORPORATION,0.0000000
2054,PINE TREE II,KERN,10.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.5,1/1/09,CALIENTE,CA,93518,,,,0.0000000
2055,"SMUD - SOLANO, PHASE 1A",SOLANO,15.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.66,9/6/06,RIO VISTA,CA,94512,,,,0.0000000
2056,USMC LOGISTICS BASE,SAN BERNARDINO,1.50,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.15,3/27/09,BARSTOW,CA,92311,,,NAVAL FACILITIES ENGINEERING COMMAND (NAVFAC),0.0000000
2057,VICTORVILLE PRISON,SAN BERNARDINO,0.75,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.75,12/9/05,VICTORVILLE,CA,92394,,,NORESC,0.0000000
2060,AMERESCO FORWARD LANDFILL,SAN JOAQUIN,4.30,WTE,MSW,MSW,LANDFILL METHANE,OPERATIONAL,,11/1/13,MANTECA,CA,,,,,0.0000000
2061,AMERESCO SAN JOAQUIN FOOTHILL LANDFILL,SAN JOAQUIN,3.50,WTE,MSW,MSW,LANDFILL METHANE,OPERATIONAL,,11/1/13,LINDEN,CA,,,,,0.0000000
2062,ATWELL ISLAND SOLAR FARM,TUALRE,20.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,,,CA,,,,,0.0000000
2070,MOORPARK WASTEWATER TREATMENT PLANT,VENTURA,1.10,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,,MOORPARK,CA,,,,REC SOLAR,0.0000000
2071,SYSCO LOS ANGELES DISTRIBUTION CENTER,LOS ANGELES,1.10,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,3/1/13,WALNUT,CA,,,,,0.0000000
2072,COLD CANYON LANDFILL,SAN LUIS OBISPO,1.50,WTE,MSW,MSW,LANDFILL GAS,OPERATIONAL,,,SAN LUIS OBISPO,CA,93401,,,,0.0000000
2073,CBS TELEVISION CITY SOLAR,LOS ANGELES,1.50,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,7/31/13,LOS ANGELES,CA,,,,,0.0000000
2074,YUBA COUNTY GOVERMENT CENTER,YUBA,1.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,7/31/13,MARYSVILLE,CA,,,,,0.0000000
2075,SOL ORCHARD RAMONA,SAN DIEGO,7.50,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,12/31/13,RAMONA,CA,,,,,0.0000000
2076,JOHNSON CANYON LANDFILL,MONTEREY,1.40,WTE,MSW,MSW,LANDFILL GAS,OPERATIONAL,,9/6/13,GONZALES,CA,,,,,0.0000000
2077,CBS STUDIO CENTER,LOS ANGELES,0.50,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,1/21/13,,CA,,,,,0.0000000
2078,DILLARD SOLAR 2,SACRAMENTO,3.00,SOLAR,SOLAR,PHOTOVOLTAIC,FIXED TILT ARRAY,OPERATIONAL,PV2=3,12/26/11,SLOUGHHOUSE,CA,95653,,,,0.0000000
2080,DILLARD SOLAR 3,SACRAMENTO,3.00,SOLAR,SOLAR,PHOTOVOLTAIC,FIXED TILT ARRAY,OPERATIONAL,PV3=3,12/26/11,SLOUGHHOUSE,CA,95653,,,,0.0000000
2081,DILLARD SOLAR 4,SACRAMENTO,3.00,SOLAR,SOLAR,PHOTOVOLTAIC,FIXED TILT ARRAY,OPERATIONAL,PV4=3,12/26/11,SLOUGHHOUSE,CA,95653,,,,0.0000000
2082,RE RIO GRANDE,KERN,5.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/18/13,MOJAVE,CA,93501,,,RECURRENT ENERGY LLC,0.0000000
2083,RE VICTOR PHELAN SOLAR ONE,SAN BERNARDINO,17.50,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,7/1/13,ADELANTO,CA,92301,,,RECURRENT ENERGY LLC,0.0000000
2084,RE MCKENZIE 2,SACRAMENTO,5.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/8/12,GALT,CA,95632,,,RECURRENT ENERGY LLC,0.0000000
2085,RE MCKENZIE 3,SACRAMENTO,5.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/8/12,GALT,CA,95632,,,RECURRENT ENERGY LLC,0.0000000
2086,RE MCKENZIE 4,SACRAMENTO,5.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/8/12,GALT,CA,95632,,,RECURRENT ENERGY LLC,0.0000000
2087,RE MCKENZIE 5,SACRAMENTO,5.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/8/12,GALT,CA,95632,,,RECURRENT ENERGY LLC,0.0000000
2088,RE MCKENZIE 6,SACRAMENTO,5.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,11/8/12,GALT,CA,95632,,,RECURRENT ENERGY LLC,0.0000000
2089,KAMMERER 2,SACRAMENTO,5.00,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,,1/31/12,ELD GROVE,CA,95757,,,RECURRENT ENERGY LLC,0.0000000
2090,KAMMERER 3,SACRAMENTO,5.00,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,,1/31/12,ELD GROVE,CA,95757,,,RECURRENT ENERGY LLC,0.0000000
2091,RE BRUCEVILLE 2,SACRAMENTO,5.00,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,,1/13/12,ELK GROVE,CA,95757,,,RECURRENT ENERGY LLC,0.0000000
2092,RE BRUCEVILLE 3,SACRAMENTO,5.00,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,,1/13/12,ELK GROVE,CA,95757,,,RECURRENT ENERGY LLC,0.0000000
2093,WINTEC ENERGY #2-A,RIVERSIDE,1.32,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,0.66,12/28/03,NORTH PALM SPRINGS,CA,92258,,,,0.0000000
2094,RE ROSAMOND 2,SAN FRANCISCO,21.00,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,,12/23/13,ROSAMOND,CA,93560,,,RECURRENT ENERGY LLC,0.0000000
2095,RE ROSAMOND 1,SAN FRANCISCO,26.00,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,,12/23/13,ROSAMOND,CA,93560,,,RECURRENT ENERGY LLC,0.0000000
2096,CASCADE,SAN BERNARDINO,24.00,SOLAR,SOLAR,PHOTOVOLTAIC,PV SINGLE AXIS TRACKERS,OPERATIONAL,,3/19/14,JOSHUA TREE,CA,92252,,,,0.0000000
2098,HIGHLANDER 2,SAN BERNARDINO,8.91,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,8.91,6/1/12,TWENTYNINE PALMS,CA,92277,,,DUKE ENERGY RENEWABLES,0.0000000
2099,CENTINELA SOLAR ENERGY,IMPERIAL,174.00,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,10/1/13,CALEXICO,CA,92231,,,,0.0000000
2102,IVANPAH II,SAN BERNARDINO,126.00,SOLAR,SOLAR,SOLAR,CONCENTRATING THERMAL POWER,OPERATIONAL,126,12/30/13,NIPTION,CA,92364,,,,0.0000000
2103,IVANPAH III,SAN BERNARDINO,133.00,SOLAR,SOLAR,SOLAR,CONCENTRATING THERMAL POWER,OPERATIONAL,133,12/30/13,NIPTION,CA,92364,,,,0.0000000
2105,RE COLUMBIA 3,KERN,10.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,1/13/14,MOJAVE,CA,93501,,,,0.0000000
54,HUMBOLDT BAY GEN STATION,HUMBOLDT,163.00,OIL/GAS,OIL/GAS,NATURAL GAS,SIMPLE CYCLE,OPERATIONAL,,9/29/10,EUREKA,CA,95503,,,,1.8252457
197,YUBA CITY ENERGY CENTER,SUTTER,48.10,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,7/1/02,YUBA CITY,CA,95993,,,,17.4084988
326,"CALPEAK POWER VACA DIXON, LLC",SOLANO,49.95,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,6/21/02,VACAVILLE,CA,95688-,,,,26.1863861
360,LODI,SAN JOAQUIN,25.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,2/1/86,LODI,CA,95240,,,,13.2136192
375,STOCKTON SIERRA 1,SAN JOAQUIN,22.00,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,1/1/07,STOCKTON,CA,95202,,,,3.7362924
483,KINGS RIVER CONSERVATION DIST. PEAKER,FRESNO,98.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,"1=48, 2=48",9/19/05,FRESNO,CA,93649,,,,90.5233994
486,STARWOOD MIDWAY,FRESNO,120.00,OIL/GAS,OIL/GAS,NATURAL GAS,SIMPLE CYCLE,OPERATIONAL,,5/1/09,LOS BANOS,CA,93635,,,,124.7751389
487,"CALPEAK POWER PANOCHE, LLC",FRESNO,49.62,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,6/21/02,FIREBAUGH,CA,93622,,,,124.5358810
488,"WELLHEAD POWER PANOCHE, LLC",FRESNO,49.90,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, INTERNAL COMBUSTION",OPERATIONAL,"1=50.5, 2=0.35",12/14/01,FIREBAUGH,CA,93622,,,,125.6860580
489,PANOCHE ENERGY CENTER,FRESNO,400.00,OIL/GAS,OIL/GAS,NATURAL GAS,NATURAL GAS FIRED PEAKER,OPERATIONAL,,7/1/09,PANOCHE HILLS,CA,95043,,,,127.9994431
492,FRESNO COGEN PARTNERS LP PKR,FRESNO,21.30,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,8/16/01,SAN JOAQUIN,CA,93660,,,,57.5459671
503,HANFORD ENERGY PARK PEAKER,KINGS,92.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,"1=50, 2=50",8/27/01,HANFORD,CA,93230,,,,72.2411346
508,GWF HENRIETTA,KINGS,98.00,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, SIMPLE CYCLE",OPERATIONAL,"1=48.42, 2=48.15",7/1/02,HANFORD,CA,93230,,,,69.3874893
540,GOOSE HAVEN ENERGY CENTER,SOLANO,48.10,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,1/6/03,SUISUN CITY,CA,94585,,,,16.1809502
541,LAMBIE ENERGY CENTER,SOLANO,48.10,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,1/6/03,SUISUN CITY,CA,94585,,,,23.7414646
542,WOLFSKILL ENERGY CENTER,SOLANO,48.10,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,3/1/03,SUISUN CITY,CA,94585,,,,22.3244419
576,RIVERVIEW ENERGY CENTER,CONTRA COSTA,47.30,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,5/1/03,ANTIOCH,CA,94509,,,,7.9904513
610,OAKLAND,ALAMEDA,223.50,OIL/GAS,OIL/GAS,DIESEL,COMBUSTION TURBINE,OPERATIONAL,"#1 = NET 51.0 MW / GROSS 67.1 MW / ONLINE DATE 1978 / DIESEL / CT TECHNOLOGY
#2 = NET 51.0 MW / GROSS 67.1 MW / ONLINE DATE 1978 / DIESEL / CT TECHNOLOGY
#3 = NET 51.0 MW / GROSS 67.1 MW / ONLINE DATE 1978 / DIESEL / CT TECHNOLOGY",11/1/78,OAKLAND,CA,94607,,,,3.3911462
627,MARIPOSA ENERGY PROJECT,ALAMEDA,200.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,10/1/12,TRACY,CA,95376,,,,38.5179710
659,MID RIPON,SAN JOAQUIN,100.00,OIL/GAS,OIL/GAS,NATURAL GAS,GREEN FIELD,OPERATIONAL,,6/22/06,RIPON,CA,95366,,,,19.6361313
947,ALMOND 2,STANISLAUS,174.00,OIL/GAS,OIL/GAS,NATURAL GAS,"GAS FIRED, SIMPLE CYCLE",OPERATIONAL,,7/13/12,CERES,CA,95326,,,,25.0214558
963,PALO ALTO COBUG,SANTA CLARA,4.50,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,1.13 MW EACH,3/1/02,PALO ALTO,CA,94303,,,,2.3440001
973,GIANERA,SAN JOAQUIN,64.30,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,"1= 24.75, 2=24.75",1/1/86,LODI,CA,95240,,,,5.0549030
996,CALPINE GILROY PEAKER,SANTA CLARA,141.90,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,"1=48.7, 2=48.7, 3=46.8",2/13/02,GILROY,CA,95020,,,,54.5410652
