OBJECTID,PLANT_NAME,COUNTY,ONLINE_MW,FACILITY,GENERAL_FUEL,PRIMARY_FUEL,TECHNOLOGY,STATUS,TURBINE_MW,ONLINE_DATE,PLANT_CITY,PLANT_STATE,PLANT_ZIPC,RIVER_SYSTEM,STREAM_NAME,DEVELOPER,ELEVATION
1195,ALTA WIND II,KERN,150.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.5,12/28/10,MOJAVE,CA,93501,,,,1313.3571777
1198,ALTA WIND III,KERN,150.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3,2/11/11,MOJAVE,CA,93501,,,,1387.1989746
1208,ALTA WIND IV,KERN,102.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3.19,3/12/11,MOJAVE,CA,93501,,,,1302.8973389
1210,ALTA WIND I,KERN,150.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.5,12/28/10,MOJAVE,CA,93501,,,,1630.4091797
1211,ALTA WIND VIII,KERN,150.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3,1/31/12,MOJAVE,CA,93501,,,,932.7141113
1212,MUSTANG HILLS LLC,KERN,150.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,1.5,1/1/12,MOJAVE,CA,93501,,,,1624.3842773
1213,ALTA WIND V,KERN,168.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,3,4/20/11,MOJAVE,CA,93501,,,,896.1822510
1218,PASTORIA ENERGY FACILITY,KERN,750.00,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,"1=158, 2=158, 3=176, 4=150, 5=85",7/5/05,MCKITTRICK,CA,93251,,,,326.1141663
1222,CATALINA SOLAR PHASE I AND II,KERN,143.20,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,,TEHACHAPI,CA,93561,,,,885.0765991
1225,COOL,SAN BERNARDINO,726.66,OIL/GAS,OIL/GAS,NATURAL GAS,"STEAM TURBINE, COMBUSTION TURBINE, HEAT RECOVERY",OPERATIONAL,"1=63, 2=81.5, 3A=71, 3B=71, 3C=103.3, 4A=71, 4B=71, 4C=103.9",1/1/61,DAGGETT,CA,92327,,,,599.1126709
1227,PACIFIC WIND PROJECT,KERN,140.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,8/1/12,TEHACHAPI,CA,93561,,,,1000.4823608
1229,SANTA MARIA II LFG,SANTA BARBARA,1.48,WTE,LANDFILL GAS,LANDFILL GAS,INTERNAL COMBUSTION ENGINE,OPERATIONAL,,9/27/10,SANTA MARIA,CA,93454,,,,74.6448517
1235,ALAMO,LOS ANGELES,19.67,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,7/31/86,CASTAIC,CA,91310,SANTA CLARA-CALLEGUAS,"EAST BROOK CA AQUEDUCT, PIRU CREEK",CALIF. DEPT. OF WATER RESOURCES,922.5542603
1238,SIERRA SUNTOWER,LOS ANGELES,5.00,SOLAR,SOLAR,SOLAR,CONCENTRATING THERMAL POWER,OPERATIONAL,,7/1/09,LANCASTER,CA,93534,,,ESOLAR,707.9728394
1243,WILLIAM E. WARNE,LOS ANGELES,74.30,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=38, 2=38",11/23/82,CASTAIC,CA,91310,SANTA CLARA-CALLEGUAS,"WEST BROOK CA AQUEDUCT,  PIRU CREEK",DEPT OF WATER RESOURCES,797.9602051
1244,CEMEX-BLACK MOUNTAIN QUARRY,SAN BERNARDINO,3.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,10/31/12,APPLE VALLEY,CA,92307,,,,967.1115112
1245,SEPV 1,LOS ANGELES,1.00,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,4/23/12,PALMDALE,CA,93550,,,GESTAMP ASETYM SOLAR NORTH AMERICA,777.3425293
1250,HIGH DESERT,SAN BERNARDINO,854.90,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, STEAM, HEAT RECOVERY",OPERATIONAL,"1=177.3, 2=177.3, 3=177.3, 4=323",4/22/03,VICTORVILLE,CA,92301,,,"CONSTELLATION POWER DEVELOPMENT, INLAND ENERGY",870.2548218
1253,CEMEX-RIVER PLANT,SAN BERNARDINO,3.20,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,10/31/12,VICTORVILLE,CA,92392,,,,819.2645264
1254,SAN FRANCISQUITO 1,LOS ANGELES,54.30,HYDROELECTRIC,HYDRO,WATER,"RUN-OF-RIVER, TURBINE PIPELINE, AQUEDUCT",OPERATIONAL,"1A=25, 3=9.375, 4=10, 5A=25",4/16/17,SAUGUS,CA,91350,SANTA CLARA-CALLEGUAS,LOS ANGELES AQUEDUCT,,653.9340210
1255,CASTAIC,LOS ANGELES,1331.00,HYDROELECTRIC,HYDRO,WATER,"PUMPED STORAGE, WATER, PONDAGE",OPERATIONAL,"1=212.500, 2=212.500, 3=212.500, 4=212.500, 5=212.500, 6=212.500, 7=56",7/11/73,CASTAIC,CA,91384,SANTA CLARA-CALLEGUAS,"WEST BROOK CA AQUEDUCT,  CASTAIC CREEK",WATER RESOURCES & LA WATER & POWER,467.0727844
1258,PARKER,SAN BERNARDINO,120.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,#1 = /30                            #2 = /30                           #3 = /30                           #4 = /30,12/1/42,PARKER DAM,CA,92267,CHEMEHUEVIS,COLORADO RIVER,USBR,115.5574722
1259,SAN FRANCISQUITO 2,LOS ANGELES,18.00,HYDROELECTRIC,HYDRO,WATER,"RUN-OF-RIVER, TURBINE PIPELINE, AQUEDUCT",OPERATIONAL,"6=14, 2=14, 3=14",7/6/20,SAUGUS,CA,91350,SANTA CLARA-CALLEGUAS,LOS ANGELES AQUEDUCT,,484.4088440
1260,FOOTHILL FEEDER,LOS ANGELES,9.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=4.55, 2=4.55",4/1/81,CASTAIC,CA,91310,SANTA CLARA-CALLEGUAS,FOOTHILL FEEDER,METROPOLITAN WATER DISTRICT OF S. CALIF,381.7652283
1263,MONTECITO WD,SANTA BARBARA,0.13,HYDROELECTRIC,HYDRO,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,,1/17/89,MONTECITO,CA,93108,SANTA YNEZ RIVER,"SANTA YNEZ RIVER, BY JAMESON LAKE",,670.9092407
1265,SANTA FELICIA,VENTURA,1.42,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,6/1/87,LAKE PIRU,CA,93040,PIRU CREEK,"PIRU CREEK, SANTA FELICIA DAM, SANTA CLARA RIVER",UNITED WATER CONSERVATION DISTRICT,268.1732483
1273,GOLETA WD,SANTA BARBARA,0.15,HYDROELECTRIC,HYDRO,HYDRO,PRESSURE-REDUCING STATION,OPERATIONAL,,5/1/86,GOLETA,CA,93116,,,,30.3201828
1277,SANTA BARBARA COTTAGE HOSP.,SANTA BARBARA,6.40,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,,12/1/85,SANTA BARBARA,CA,93102,,,,44.6081238
1282,AES PLACERITA,LOS ANGELES,120.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,"1=48, 2=48, 3=25",1/1/88,PLACERITA CYN.,CA,91321,,,,419.5885315
1289,MOJAVE SIPHON,SAN BERNARDINO,32.79,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=10, 2=10, 3=10",8/16/96,HESPERIA,CA,92345,MOJAVE,"EAST BROOK CA AQUEDUCT, DEEP CREEK",DEPT OF WATER RESOURCES,977.2733154
1290,OLIVE VIEW MEDICAL CENTER,LOS ANGELES,5.78,OIL/GAS,OIL/GAS,NATURAL GAS,,OPERATIONAL,"1=2.7, 2=2.7",2/1/87,SYLMAR,CA,91342,,,,444.3088074
1292,FOOTHILL,LOS ANGELES,11.00,HYDROELECTRIC,HYDRO,WATER,"RUN-OF-RIVER, FRANCIS TURBINE, AQUADUCT",OPERATIONAL,,10/6/71,SYLMAR,CA,91342,L.A.- SAN GABRIEL RIVER,LA AQUEDUCT,,378.7287903
1293,SAN FERNANDO,LOS ANGELES,5.60,HYDROELECTRIC,HYDRO,WATER,"RUN-OF-RIVER, TURBINE PIPELINE, AQUEDUCT",OPERATIONAL,"1=3.2, 2=3.2",10/22/22,SYLMAR,CA,91342,L.A.- SAN GABRIEL RIVER,LOS ANGELES AQUEDUCT,,385.0489502
1294,SAN BERNARDINO MWD - SITE 1720,SAN BERNARDINO,0.18,HYDROELECTRIC,HYDRO,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,,7/1/83,SAN BERNARDINO,CA,92403,,"CARJEIN CREEK, CAJON CREEK",CITY OF SAN BERNARDINO,799.6828613
1297,SAN GORGONIO UPPER,RIVERSIDE,0.41,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,12/1/89,BEAUMONT,CA,92223,,BANNING WS CONDUIT,CITY OF BANNING,1568.3791504
1298,SANTA ANA 1,SAN BERNARDINO,3.20,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=1.0, 2=1.0, 3=0.93, 4=0.93",18990101,EAST HIGHLANDS,CA,92346,SANTA ANA RIVER,SANTA ANA RIVER,SOUTHERN CALIFORNIA EDISON,1568.3791504
1299,MILL CREEK 1,SAN BERNARDINO,0.94,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,18930101,MENTONE,CA,92359,SANAT ANA RIVER,MILL CREEK,,1568.3791504
1300,MILL CREEK 2,SAN BERNARDINO,0.25,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,1/1/03,MENTONE,CA,92359,MOUNTAIN HOME CREEK,"MILL CREEK, SANTA ANA RIVER",SOUTHERN CALIFORNIA EDISON,1568.3791504
1302,SANTA ANA 3,SAN BERNARDINO,3.10,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,1/1/47,EAST HIGHLANDS,CA,92346,SANTA ANA RIVER,SANTA ANA RIVER,SOUTHERN CALIFORNIA EDISON,1568.3791504
1304,MILL CREEK 3,SAN BERNARDINO,3.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"4=0.89, 5=0.89",3/1/04,MENTONE,CA,92359,MOUNTAIN HOME CREEK,"MILL CREEK, SANTA ANA RIVER",SOUTHERN CALIFORNIA EDISON,1568.3791504
1305,SAN GORGONIO ENERGY,RIVERSIDE,0.73,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,2/1/89,BANNING,CA,92220,,BANNING WS CONDUIT,CITY OF BANNING,1568.3791504
1317,SALTON SEA 5,IMPERIAL,49.90,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,OPERATIONAL,,6/1/00,CALIPATRIA,CA,92233,,,,574.8218384
1323,CE TURBO LLC,IMPERIAL,11.50,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,GEOTHERMAL,OPERATIONAL,,7/26/00,CALIPATRIA,CA,92233,,,,574.8218384
1325,TURNIP,IMPERIAL,0.40,HYDROELECTRIC,HYDRO,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,#1 = /0.4,10/1/64,BRAWLEY,CA,92227,IMPERIAL,WESTSIDE MAIN CANAL,,574.8218384
1326,HIGHLANDER 1,SAN BERNARDINO,11.87,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,11.87,6/1/12,TWENTYNINE PALMS,CA,92277,,,DUKE ENERGY RENEWABLES,671.3224487
1327,SIMI VALLEY LANDFILL GAS GEN.,VENTURA,2.70,WTE,LANDFILL GAS,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,"1=1.35, 2=1.35",5/2/04,SIMI VALLEY,CA,93065,,,,261.1224365
1328,LYTLE CREEK,SAN BERNARDINO,0.50,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=0.34, 2=0.34",10/15/04,SAN BERNARDINO,CA,92376,SANTA ANA RIVER,"LYTLE CREEK, SANTA ANA RIVER",SOUTHERN CALIFORNIA EDISON,845.0897217
1329,ANAHEIM GAS TURBINE,ORANGE,46.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,,1/1/90,ANAHEIM,CA,92806,,,FEASCO,843.7592163
1332,CLEAR COGEN,RIVERSIDE,32.00,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBINED CYCLE, STEAM TURBINE",OPERATIONAL,,3/1/05,CORONA,CA,92880,,,,843.7592163
1334,SAN GABRIEL,LOS ANGELES,4.98,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,10/17/87,AZUSA,CA,91702,,,,843.7592163
1335,SAN DIMAS WASH,LOS ANGELES,1.05,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,1/28/86,SAN DIMAS,CA,91773,,,,843.7592163
1337,VERDUGO,LOS ANGELES,0.30,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,12/1/84,SAN DIMAS,CA,91773,,"METRO WATER DISTRICT PL,LA AQUADUCT",CITY OF GLENDALE,843.7592163
1338,THREE VALLEYS MWD - WILLIAMS,LOS ANGELES,0.35,HYDROELECTRIC,HYDRO,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,,4/3/87,LA VERNE,CA,91750,,,,843.7592163
1340,WFA (UPLAND),SAN BERNARDINO,0.22,HYDROELECTRIC,HYDRO,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,,8/26/94,UPLAND,CA,91786,,"CA AQUEDUCT, SAN ANTONIO CREEK",WATER FACILITY AUTH-A JPA,843.7592163
1342,SAN DIMAS,LOS ANGELES,9.92,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,3/1/81,SAN DIMAS,CA,91773,L.A.- SAN GABRIEL RIVER,SAN DIMAS WASH,METROPOLITAN WATER DISTRICT OF S. CALIF,843.7592163
1343,ETIWANDA,SAN BERNARDINO,149.09,OIL/GAS,OIL/GAS,DISTILLATE OIL,"STEAM TURBINE, GAS TURBINE",OPERATIONAL,"3 & 4=640, 5=130",6/1/63,ETIWANDA,CA,91739,,,,843.7592163
1344,ETIWANDA,SAN BERNARDINO,23.90,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,6/1/94,RANCHO CUCAMONGA,CA,91739,SANTA ANA RIVER,ETIWANDA  PIPELINE,METROPOLITAN WATER DISTRICT OF S. CALIF,843.7592163
1346,IEUA,SAN BERNARDINO,1.00,WIND,WIND,WIND,WIND TURBINE,OPERATIONAL,,12/1/11,RANCHO CUCAMONGA,CA,91739,,,,843.7592163
1347,SIERRA,SAN BERNARDINO,0.48,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,"1=.24, 2=.24",1/12/22,UPLAND,CA,91786,SANTA ANA RIVER,SAN ANTONIO CREEK,SOUTHERN CALIFORNIA EDISON,843.7592163
1348,THREE VALLEYS MWD - MIRAMAR,LOS ANGELES,0.52,HYDROELECTRIC,HYDRO,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,,4/13/87,CLAREMONT,CA,91768,,,,843.7592163
1359,THREE VALLEYS MWD - FULTON RD.,LOS ANGELES,0.20,HYDROELECTRIC,HYDRO,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,,4/2/87,POMONA,CA,91767,,,,843.7592163
1360,ETIWANDA ROOFTOP,SAN BERNARDINO,2.44,SOLAR,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,,11/1/08,FONTANA,CA,92335,,,,843.7592163
1364,MONTE VISTA  WD,SAN BERNARDINO,0.87,HYDROELECTRIC,HYDRO,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,,8/5/90,MONTCLAIR,CA,91763,,,,843.7592163
1372,NM MILLIKEN GENCO LLC,SAN BERNARDINO,1.60,WTE,LANDFILL GAS,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,,7/17/03,ONTARIO,CA,91761,,,,843.7592163
1374,ONTARIO RT,SAN BERNARDINO,5.50,SOLAR,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,"1=2MW, 2=2MW, 3=1MW, 4=.5MW",8/24/11,ONTARIO,CA,91761,,,,843.7592163
1377,WALNUT VALLEY WD - #1,LOS ANGELES,0.13,HYDROELECTRIC,HYDRO,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,,10/17/84,POMONA,CA,91767,,"WATER SUPPLY PL, SOUTHERN CREEK",,843.7592163
1380,CHINO ROOFTOP,SAN BERNARDINO,1.22,SOLAR,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,,10/1/09,CHINO,CA,91710,,,,843.7592163
1391,VALLEY VIEW,ORANGE,4.10,HYDROELECTRIC,HYDRO,WATER,HYDRAULIC TURBINE - PIPELINE,OPERATIONAL,,8/1/85,YORBA LINDA,CA,92686,L.A.- SAN GABRIEL RIVER,"EAST ORANGE COUNTY, FEEDER 1",METROPOLITAN WATER DISTRICT OF S. CALIF,843.7592163
1392,YORBA LINDA,ORANGE,5.09,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,11/1/81,YORBA LINDA,CA,92886,L.A.- SAN GABRIEL RIVER,YORBA LINDA FEEDER,METROPOLITAN WATER DISTRICT OF S. CALIF,843.7592163
1396,CORONA,RIVERSIDE,2.85,HYDROELECTRIC,HYDRO,WATER,HYDRAULIC TURBINE - PIPELINE,OPERATIONAL,,8/1/83,CORONA,CA,91720,SANTA ANA RIVER,LOWER FEEDER,METROPOLITAN WATER DISTRICT OF S. CALIF,843.7592163
1399,MWD OF ORANGE CO.,ORANGE,0.60,HYDROELECTRIC,HYDRO,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,,3/30/92,IRVINE,CA,92715,,,,843.7592163
1404,FRANK R. BOWERMAN LF,ORANGE,20.00,WTE,LANDFILL GAS,LANDFILL GAS,"GAS TURBINE, LANDFILL GAS-FIRED",OPERATIONAL,,1/1/07,IRVINE,CA,92602,,,,843.7592163
1412,IRVINE RANCH WD,ORANGE,0.19,HYDROELECTRIC,HYDRO,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,,4/1/84,IRVINE,CA,92715,,,,843.7592163
1414,UC IRVINE - CENTRAL PLANT,ORANGE,18.00,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBINED CYCLE, GAS TURBINE",OPERATIONAL,,1/1/11,IRVINE,CA,92714,,,,843.7592163
1420,ROCKWOOD,IMPERIAL,49.90,OIL/GAS,OIL/GAS,NATURAL GAS,COMBUSTION TURBINE,OPERATIONAL,"#1 = 21.0 / 25.0
#2 = 21.0 / 25.0",6/1/79,BRAWLEY,CA,92227,,,,282.3948975
1421,IMPERIAL VALLEY SOLAR COMPANY,IMPERIAL,23.00,SOLAR,SOLAR,PHOTOVOLTAIC,SOLAR PANELS,OPERATIONAL,,6/12/12,NILAND,CA,92257,,,,282.3948975
1422,EAST PORTAL,LOS ANGELES,1.25,HYDROELECTRIC,HYDRO,WATER,PRESSURE-REDUCING STATION,OPERATIONAL,,10/1/84,CHATSWORTH,CA,91311,,,,329.7602234
1424,IRONWOOD BLYTHE SOLAR,RIVERSIDE,1.18,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,5/28/08,BLYTHE,CA,92225,,,,245.1388550
1425,CHUCKAWALLA VALLEY STATE PRISON,RIVERSIDE,1.20,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,6/1/06,BLYTHE,CA,92225,,,,245.1388550
1427,BRAWLEY,IMPERIAL,23.00,OIL/GAS,OIL/GAS,DISTILLATE OIL,COMBUSTION TURBINE,OPERATIONAL,GT1 - GT2 = /11.5,6/27/86,BRAWLEY,CA,92227,,,,245.1388550
1428,EAST HIGHLINE,IMPERIAL,2.42,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,,9/12/84,HOLTVILLE,CA,92250,IMPERIAL,"ALL AMERICAN, E. HIGHLINE CANAL",,245.1388550
1435,DROP 1,IMPERIAL,5.85,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,"1=1.95, 2=1.95, 3=1.95",10/19/84,HOLTVILLE,CA,92250,IMPERIAL,"MAIN CANAL,  TUOLUMNE RIVER,NEAR GORDENS WELL, ALL AMERICAN",TURLOCK IRRIGATION DISTRICT,245.1388550
1436,DROP 2,IMPERIAL,10.00,HYDROELECTRIC,HYDRO,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,"1=5, 2=5",12/30/53,HOLTVILLE,CA,92250,IMPERIAL,ALL AMERICAN CANAL,,245.1388550
1437,DROP 3,IMPERIAL,9.80,HYDROELECTRIC,HYDRO,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,"1=4.8, 2=5",2/20/41,HOLTVILLE,CA,92250,IMPERIAL,ALL AMERICAN CANAL,,245.1388550
1438,DROP 4,IMPERIAL,19.60,HYDROELECTRIC,HYDRO,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,"1=10, 2=9.6",2/25/41,HOLTVILLE,CA,92250,IMPERIAL,ALL AMERICAN CANAL,,245.1388550
1439,EL CENTRO UNIT 3- REPOWER,IMPERIAL,85.00,OIL/GAS,OIL/GAS,NATURAL GAS,"STEAM TURBINE, COMBINED CYCLE",OPERATIONAL,,10/5/12,EL CENTRO,CA,92243,,,,245.1388550
1440,EL CENTRO,IMPERIAL,279.00,OIL/GAS,OIL/GAS,NATURAL GAS,"STEAM TURBINE, COMBINED CYCLE",OPERATIONAL,"3=44, 4=74, 2-2=35",7/1/52,EL CENTRO,CA,92243,,,,245.1388550
1445,DROP 5,IMPERIAL,4.00,HYDROELECTRIC,HYDRO,WATER,HYDRAULIC TURBINE - CONVENTIONAL,OPERATIONAL,"1=2, 2=2",3/1/82,CALEXICO,CA,92250,IMPERIAL,ALL AMERICAN CANAL,,245.1388550
1446,DOUBLE WEIR,IMPERIAL,0.56,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=.28, 2=2.8",1/2/00,CALEXICO,CA,92231,,ALL AMERICAN CANAL,,245.1388550
1454,BLYTHE SOLAR,RIVERSIDE,21.00,SOLAR,SOLAR,PHOTOVOLTAIC,PHOTOVOLTAIC,OPERATIONAL,,10/1/09,BLYTHE,CA,92225,,,,245.1004944
1455,BLYTHE COMBINED CYCLE,RIVERSIDE,520.00,OIL/GAS,OIL/GAS,NATURAL GAS,COMBINED CYCLE,OPERATIONAL,,7/15/03,BLYTHE,CA,92225,,,,245.1004944
1456,SENATOR WASH,IMPERIAL,7.20,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,8/1/86,WINTERHAVEN,CA,92283,,SENATOR WASH CREEK,USBR,245.1004944
1457,SIPHON DROP,IMPERIAL,4.20,HYDROELECTRIC,HYDRO,WATER,,OPERATIONAL,,9/18/87,WINTERHAVEN,CA,92283,IMPERIAL,ALL AMERICAN CANAL,,245.1004944
1458,PILOT KNOB,IMPERIAL,33.00,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"#1 = 0 / 16.5
#2 = 0 / 16.5",1/1/57,YUMA,CA,92283,YUMA,"ALL AMERICAN CANAL, N. OF COLORADO RIVER",,245.1004944
1461,DEVIL CANYON,SAN BERNARDINO,276.46,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=29.925, 2=29.925, 3=78.375-, 4=78.375",12/1/72,SAN BERNARDINO,CA,92407,SANTA ANA RIVER,"EAST BROOK CA AQUEDUCT, DEEP CREEK",DEPT OF WATER RESOURCES,598.7577515
1462,FONTANA,SAN BERNARDINO,1.90,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,"1=0.9, 2=0.98",12/22/17,RIALTO,CA,92336,SANTA ANA RIVER,LYTLE CREEK,,604.9453125
1463,NM MID VALLEY GENCO LLC,SAN BERNARDINO,2.60,WTE,LANDFILL GAS,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,,1/1/03,FONTANA,CA,91761,,,,604.9453125
1466,VALLEY,LOS ANGELES,573.00,OIL/GAS,OIL/GAS,NATURAL GAS,"STEAM TURBINE, NATURAL GAS",OPERATIONAL,"#1 = 95.0 / 100.0
#2 = 99.0 / 100.0
#3 = 163.0 / 172.8
#4 = 160.0 / 172.8",1/1/54,SUN VALLEY,CA,91352,,,,284.8058167
1468,BRADLEY LANDFILL & RECYCLING CENTER,LOS ANGELES,6.18,WTE,LANDFILL GAS,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,,1/1/03,SUN VALLEY,CA,91352,,,,248.0656128
1474,COACHELLA,RIVERSIDE,92.40,OIL/GAS,OIL/GAS,NATURAL GAS,"COMBUSTION TURBINE, NATURAL GAS",OPERATIONAL,"#1 = 20.0 / 23.2
#2 = 20.0 / 23.2
#3 = 20.0 / 23.2
#4 = 20.0 / 23.2",6/1/73,COACHELLA,CA,92236,,,,752.9669189
1477,CSU NORTHRIDGE,LOS ANGELES,1.00,OIL/GAS,OIL/GAS,NATURAL GAS,GAS FUELED RECIPROCATING ENGINE,OPERATIONAL,,2/5/07,NORTHRIDGE,CA,91330,,,"CSUN, LADWP & SOUTH COAST AIR QUALITY DISTRICT",264.5351563
1478,CONEJO,VENTURA,0.55,HYDROELECTRIC,HYDRO,HYDRO,PRESSURE-REDUCING STATION,OPERATIONAL,,10/1/82,THOUSAND OAKS,CA,91360,,,,312.6392212
1482,NM COLTON GENCO LLC,SAN BERNARDINO,1.25,WTE,LANDFILL GAS,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,,4/14/03,COLTON,CA,92313,,,,435.4915466
1486,CITY OF RIVERSIDE WATER QUALITY CONTROL PLANT,RIVERSIDE,1.20,OIL/GAS,OIL/GAS,METHANE GAS,"FUEL CELL, METHANE GAS",OPERATIONAL,1.135,1/1/08,RIVERSIDE,CA,92504,,,,435.4915466
1487,MM PRIMA DESHECHA ENERGY LLC,ORANGE,6.10,WTE,LANDFILL GAS,LANDFILL GAS,RECIPROCATING ENGINE,OPERATIONAL,"1=3.05, 2=3.05",1/1/99,SAN JUAN CAPISTRANO,CA,92675,,,,435.4915466
1491,RIALTO ROOFTOP,SAN BERNARDINO,1.00,SOLAR,SOLAR,PHOTOVOLTAIC,ROOFTOP,OPERATIONAL,,2/28/11,RIALTO,CA,92336,,,,435.4915466
1496,LAKE MATHEWS,RIVERSIDE,4.90,HYDROELECTRIC,HYDRO,WATER,HYDRO,OPERATIONAL,31 =4.9,8/1/80,RIVERSIDE,CA,92503,SANTA ANA RIVER,MWE UPPPER FEEDER,METROPOLITAN WATER DISTRICT OF S. CALIF,435.4915466
1497,TEMESCAL,RIVERSIDE,2.85,HYDROELECTRIC,HYDRO,WATER,HYDRAULIC TURBINE - PIPELINE,OPERATIONAL,,4/1/83,CORONA,CA,91720,SANTA ANA RIVER,LOWER FEEDER,METROPOLITAN WATER DISTRICT OF S. CALIF,435.4915466
1499,TEMESCAL CANYON RV,RIVERSIDE,1.70,SOLAR,SOLAR,PHOTOVOLTAIC,,OPERATIONAL,,5/17/11,CORONA,CA,92881,,,,435.4915466
1507,SPRINGS GENERATION,RIVERSIDE,40.00,OIL/GAS,OIL/GAS,NATURAL GAS,GAS TURBINE,OPERATIONAL,"#1=10, #2=10, #3=10, #4=10",7/17/02,RIVERSIDE,CA,92507,,,,436.0491028
