State,County,Entity ID,Entity,Facility ID,Plant Name,Generator ID,Unit Code,Status,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Primary Purpose,Prime Mover,Primary Energy Source,Secondary Energy Source,Initial Month of Operation,Initial Year of Operation
MA,Essex,50018,"Dominion Energy New England, LLC",1626,Salem Harbor,1,,OP,81.9,79.7,81.4,22,ST,BIT,RFO,1,1952
MA,Essex,50018,"Dominion Energy New England, LLC",1626,Salem Harbor,2,,OP,82,78,78.8,22,ST,BIT,RFO,9,1952
MA,Essex,50018,"Dominion Energy New England, LLC",1626,Salem Harbor,3,,OP,165.7,149.8,149.9,22,ST,BIT,RFO,8,1958
MI,Alger,50021,Neenah Paper Michigan Inc.,54867,Neenah Paper Munising Mill,M387,,OP,6.2,5.8,5.8,322122,ST,BIT,,1,1930
WV,Marshall,50033,PPG Industries Inc Natrium,50491,PPG Natrium Plant,GEN3,,OP,7.5,7.5,7.5,325,ST,BIT,NG,1,1943
WV,Marshall,50033,PPG Industries Inc Natrium,50491,PPG Natrium Plant,GEN4,,SB,7.5,7.5,7.5,325,ST,BIT,NG,1,1943
WV,Marshall,50033,PPG Industries Inc Natrium,50491,PPG Natrium Plant,GEN6,,OP,26,26,26,325,ST,BIT,NG,1,1954
WV,Marshall,50033,PPG Industries Inc Natrium,50491,PPG Natrium Plant,GEN7,,OP,82,82,82,325,ST,BIT,NG,1,1966
MD,Allegany,50097,NewPage Corp-Luke,50282,Luke Mill,GEN1,,OP,35,32,26,322122,ST,BIT,BLQ,1,1958
MD,Allegany,50097,NewPage Corp-Luke,50282,Luke Mill,GEN2,,OP,30,28,24,322122,ST,BIT,BLQ,1,1979
WI,Outagamie,54738,Thilmany LLC,54098,Kaukauna Paper Mill,GEN4,,OP,12,12,12,322122,ST,BIT,PC,1,1967
ME,Oxford,54784,NewPage Corporation,10495,Rumford Cogeneration,GEN1,,OP,102.6,85,95,22,ST,BIT,TDF,1,1990
MN,Crow Wing,54823,Wausau Paper Mills LLC,50636,Wausau Paper Mills LLC,VPLS,,OP,0.6,0.4,0.5,322122,ST,BIT,NG,1,1959
OH,Ross,54880,P H  Glatfelter Company,10244,P H Glatfelter Co -Chillicothe Facility,T-13,,OP,27.2,18.5,21.4,322122,ST,BIT,BLQ,7,1978
PA,Beaver,54881,Horsehead Corporation,50130,G F Weaton Power Station,GEN1,,OP,60,56,60,331,ST,SUB,BIT,8,1958
PA,Beaver,54881,Horsehead Corporation,50130,G F Weaton Power Station,GEN2,,OP,60,56,60,331,ST,SUB,BIT,5,1958
PA,Indiana,54885,GenOn Wholesale Generation LP,3130,Seward,FB1,,OP,585,525,525,22,ST,WC,BIT,11,2004
TX,Limestone,54888,NRG Texas Power LLC,298,Limestone,1,,OP,910.4,831,831,22,ST,LIG,SUB,12,1985
TX,Limestone,54888,NRG Texas Power LLC,298,Limestone,2,,OP,956.8,858,858,22,ST,LIG,SUB,12,1986
TX,Fort Bend,54888,NRG Texas Power LLC,3470,W A Parish,5,,OP,734.1,659,659,22,ST,SUB,NG,12,1977
TX,Fort Bend,54888,NRG Texas Power LLC,3470,W A Parish,6,,OP,734.1,653,653,22,ST,SUB,NG,12,1978
TX,Fort Bend,54888,NRG Texas Power LLC,3470,W A Parish,7,,OP,614.6,577,577,22,ST,SUB,NG,6,1980
TX,Fort Bend,54888,NRG Texas Power LLC,3470,W A Parish,8,,OP,654,610,610,22,ST,SUB,NG,12,1982
MA,Hampden,54895,FirstLight Power Resources Services LLC,1606,Mount Tom,1,,OP,136,143.6,145.7,22,ST,BIT,DFO,11,1960
KY,Boone,55729,Duke Energy Kentucky Inc,6018,East Bend,2,,OP,669.3,600,600,22,ST,BIT,,3,1981
NC,Edgecombe,55739,Edgecombe Operating Services LLC,10384,Edgecombe Genco LLC,GEN1,,OP,57.4,57.8,57.8,22,ST,BIT,,10,1990
NC,Edgecombe,55739,Edgecombe Operating Services LLC,10384,Edgecombe Genco LLC,GEN2,,OP,57.4,57.8,57.8,22,ST,BIT,,10,1990
VA,City of Richmond,55740,Spruance Operating Services LLC,54081,Spruance Genco LLC,GEN1,,OP,57.4,52.5,52.5,22,ST,BIT,,5,1992
VA,City of Richmond,55740,Spruance Operating Services LLC,54081,Spruance Genco LLC,GEN2,,OP,57.4,52.5,52.5,22,ST,BIT,,5,1992
VA,City of Richmond,55740,Spruance Operating Services LLC,54081,Spruance Genco LLC,GEN3,,OP,57.4,42.5,42.5,22,ST,BIT,TDF,8,1992
VA,City of Richmond,55740,Spruance Operating Services LLC,54081,Spruance Genco LLC,GEN4,,OP,57.4,42.5,42.5,22,ST,BIT,TDF,8,1992
NJ,Cape May,55768,RC Cape May Holdings LLC,2378,B L England,1,,OP,136,113,113,22,ST,BIT,SUB,10,1962
NJ,Cape May,55768,RC Cape May Holdings LLC,2378,B L England,2,,OP,163.2,155,155,22,ST,BIT,SUB,11,1964
NC,Halifax,55771,KAPSTONE Kraft Paper Corp,50254,KapStone Kraft Paper Corp,GEN1,,OP,22.5,25,25,32213,ST,BIT,WDS,1,1966
WV,Fayette,55779,WVA Manufacturing LLC,50012,Alloy Steam Station,GEN3,,OS,40,38,39,331,ST,BIT,,7,1950
NC,Halifax,55808,Westmoreland Partners,54035,Roanoke Valley Energy Facililty I,GEN1,,OP,182.3,165,167.2,22,ST,BIT,,3,1994
NC,Halifax,55808,Westmoreland Partners,54755,Roanoke Valley Energy Facility II,GEN2,,OP,57.8,44,45.1,22,ST,BIT,,2,1995
MI,Delta,55867,NewPage Corp-Escanaba,10208,Escanaba Paper Company,NO.7,,OP,27.2,32,32,322122,ST,BIT,WDS,1,1969
MI,Delta,55867,NewPage Corp-Escanaba,10208,Escanaba Paper Company,NO9,,OP,54,45,45,322122,ST,BIT,WDS,1,1982
WI,Brown,55919,Georgia Pacific Consumer Products,10360,Green Bay West Mill,GEN10,,OP,28.2,26.4,26.5,322122,ST,BIT,PC,7,2005
WI,Brown,55919,Georgia Pacific Consumer Products,10360,Green Bay West Mill,GEN5,,OP,10,7.5,7.5,322122,ST,BIT,PC,1,1954
WI,Brown,55919,Georgia Pacific Consumer Products,10360,Green Bay West Mill,GEN6,,OP,18.7,18,18,322122,ST,BIT,PC,1,1963
WI,Brown,55919,Georgia Pacific Consumer Products,10360,Green Bay West Mill,GEN7,,OP,28.9,23,23,322122,ST,BIT,PC,1,1969
WI,Brown,55919,Georgia Pacific Consumer Products,10360,Green Bay West Mill,GEN9,,OP,43.2,38,38,322122,ST,BIT,PC,12,1985
WV,Monongalia,55924,GenPower,56671,Longview Power LLC,MKA01,,OP,807.5,700,700,22,ST,BIT,,12,2011
LA,Calcasieu,55936,Entergy Gulf States - LA LLC,1393,R S Nelson,6,,OP,614.6,550,540,22,ST,SUB,,5,1982
WI,Wood,55965,NewPage Corporation,10234,Biron Mill,GEN1,,OP,17,15.3,15.3,322122,ST,SUB,NG,9,1964
WI,Wood,55965,NewPage Corporation,10234,Biron Mill,GEN3,,OP,7.5,7.5,7.5,322122,ST,SUB,WDS,9,1947
WI,Wood,55965,NewPage Corporation,10234,Biron Mill,GEN4,,OP,15.6,12.5,12.5,322122,ST,BIT,,10,1957
WI,Wood,55965,NewPage Corporation,10234,Biron Mill,GEN5,,OP,21.5,20,20,322122,ST,SUB,NG,2,1987
WI,Portage,55965,NewPage Corporation,10476,Whiting Mill,GEN4,,OP,4.1,4.1,4.1,322122,ST,SUB,WDS,7,1951
WI,Marinette,55965,NewPage Corporation,54857,Niagara Mill,1ST,,OS,2.5,2.5,2.5,322122,ST,BIT,WDS,1,1940
WI,Marinette,55965,NewPage Corporation,54857,Niagara Mill,2ST,,OS,9.3,9.3,9.3,322122,ST,BIT,WDS,1,1964
AZ,NAVAJO,55973,Catalyst Paper Corp,50805,Catalyst Paper Snowflake Mill,GEN1,,OP,27.2,26,27,322122,ST,SUB,NG,6,1961
AZ,NAVAJO,55973,Catalyst Paper Corp,50805,Catalyst Paper Snowflake Mill,GEN2,,OP,43.3,42,46,322122,ST,SUB,NG,12,1974
TX,Rusk,55983,Luminant Generation Company LLC,6146,Martin Lake,1,,OP,793.2,800,815,22,ST,LIG,SUB,5,1977
TX,Rusk,55983,Luminant Generation Company LLC,6146,Martin Lake,2,,OP,793.2,805,820,22,ST,LIG,SUB,5,1978
TX,Rusk,55983,Luminant Generation Company LLC,6146,Martin Lake,3,,OP,793.2,805,820,22,ST,LIG,SUB,4,1979
TX,Titus,55983,Luminant Generation Company LLC,6147,Monticello,1,,OP,593.4,565,580,22,ST,LIG,SUB,12,1974
TX,Titus,55983,Luminant Generation Company LLC,6147,Monticello,2,,OP,593.4,565,580,22,ST,LIG,SUB,12,1975
TX,Titus,55983,Luminant Generation Company LLC,6147,Monticello,3,,OP,793.2,760,790,22,ST,LIG,SUB,6,1995
VA,MONTGOMERY,55988,Virginia Polytechnic Inst and State Unv,56785,Virginia Tech Power Plant,WG01,,OP,6.3,2.5,6.3,611,ST,BIT,NG,3,1976
AR,Mississippi,55995,Plum Point Energy Associates LLC,56456,Plum Point Energy Station,STG1,,OP,720,670,670,22,ST,SUB,DFO,9,2010
MN,Benton,56078,CMP Sartell LLC,50252,International Paper Sartell Mill,ABB2,,OP,20.4,20.4,20.4,322122,ST,BIT,WDS,6,1982
CO,Fremont,56146,Black Hills/Colorado Elec.Util,462,W N Clark,1,,OP,18.7,17.6,17.6,22,ST,BIT,WDS,9,1955
CO,Fremont,56146,Black Hills/Colorado Elec.Util,462,W N Clark,2,,OP,25,24.9,24.9,22,ST,BIT,WDS,1,1959
MI,Ingham,56155,Lansing Board of Water and Light,1831,Eckert Station,1,,OP,44,35,36.6,22,ST,SUB,,6,1954
MI,Ingham,56155,Lansing Board of Water and Light,1831,Eckert Station,2,,OP,44,35.1,38.1,22,ST,SUB,,6,1958
MI,Ingham,56155,Lansing Board of Water and Light,1831,Eckert Station,3,,OP,47,35.5,36.4,22,ST,SUB,,6,1960
MI,Ingham,56155,Lansing Board of Water and Light,1831,Eckert Station,4,,OP,80,64.1,68.5,22,ST,SUB,,12,1964
MI,Ingham,56155,Lansing Board of Water and Light,1831,Eckert Station,5,,OP,80,63.4,67,22,ST,SUB,,6,1968
MI,Ingham,56155,Lansing Board of Water and Light,1831,Eckert Station,6,,OP,80,65.8,66.8,22,ST,SUB,,8,1970
MI,Eaton,56155,Lansing Board of Water and Light,1832,Erickson Station,1,,OP,154.7,153.5,155.8,22,ST,SUB,,2,1973
SC,Aiken,56190,Savannah River Nuclear Solutions LLC,7652,US DOE Savannah River Site (D Area),HP-1,,OP,9.4,9.4,9.4,22,ST,BIT,,1,1952
SC,Aiken,56190,Savannah River Nuclear Solutions LLC,7652,US DOE Savannah River Site (D Area),HP-2,,OP,9.4,9.4,9.4,22,ST,BIT,,1,1952
SC,Aiken,56190,Savannah River Nuclear Solutions LLC,7652,US DOE Savannah River Site (D Area),HP-3,,OP,9.4,9.4,9.4,22,ST,BIT,,1,1952
SC,Aiken,56190,Savannah River Nuclear Solutions LLC,7652,US DOE Savannah River Site (D Area),LP-1,,OP,12.5,12.5,12.5,22,ST,BIT,,1,1952
SC,Aiken,56190,Savannah River Nuclear Solutions LLC,7652,US DOE Savannah River Site (D Area),LP-2,,OP,12.5,12.5,12.5,22,ST,BIT,,1,1952
SC,Aiken,56190,Savannah River Nuclear Solutions LLC,7652,US DOE Savannah River Site (D Area),LP-3,,OP,12.5,12.5,12.5,22,ST,BIT,,1,1952
SC,Aiken,56190,Savannah River Nuclear Solutions LLC,7652,US DOE Savannah River Site (D Area),LP-4,,OP,12.5,12.5,12.5,22,ST,BIT,,1,1952
OH,Butler,56208,Smart Papers Holdings LLC,50247,Smart Papers LLC,1,,OP,1,1,1,322122,ST,BIT,,6,2009
OH,Butler,56208,Smart Papers Holdings LLC,50247,Smart Papers LLC,2,,SB,1.5,1.5,1.5,322122,ST,BIT,,6,2009
OH,Butler,56208,Smart Papers Holdings LLC,50247,Smart Papers LLC,7,,OP,9.4,9.4,9.4,322122,ST,BIT,,6,2009
OH,Butler,56208,Smart Papers Holdings LLC,50247,Smart Papers LLC,8,,OP,9.4,9.4,9.4,322122,ST,BIT,,6,2009
OH,Butler,56208,Smart Papers Holdings LLC,50247,Smart Papers LLC,GEN3,,OP,6,6,6,322122,ST,BIT,,1,1924
OH,Butler,56208,Smart Papers Holdings LLC,50247,Smart Papers LLC,GEN5,,SB,7.5,7.5,7.5,322122,ST,BIT,,1,1930
OH,Butler,56208,Smart Papers Holdings LLC,50247,Smart Papers LLC,GEN6,,OP,10.5,10.5,10.5,322122,ST,BIT,,1,1930
MO,Jackson,56211,KCP&L Greater Missouri Operations Co,2094,Sibley,1,,OP,55,47.7,47.7,22,ST,SUB,,6,1960
MO,Jackson,56211,KCP&L Greater Missouri Operations Co,2094,Sibley,2,,OP,50,50.6,50.6,22,ST,SUB,,5,1962
MO,Jackson,56211,KCP&L Greater Missouri Operations Co,2094,Sibley,3,,OP,419,363.8,363.8,22,ST,SUB,TDF,6,1969
MO,Buchanan,56211,KCP&L Greater Missouri Operations Co,2098,Lake Road,4,,OP,90,93,93,22,ST,SUB,NG,8,1966
VA,PORTSMOUTH CITY,56217,Portsmouth Operating Services LLC,10071,Portsmouth Genco LLC,GEN1,,OP,57.4,57.5,57.5,22,ST,BIT,,6,1988
VA,PORTSMOUTH CITY,56217,Portsmouth Operating Services LLC,10071,Portsmouth Genco LLC,GEN2,,OP,57.4,57.5,57.5,22,ST,BIT,,6,1988
AK,Fairbanks North Star,56389,Doyon Utilities,50308,Utility Plants Section,GEN1,F401,OP,5,24,17.3,92,ST,SUB,,1,1955
AK,Fairbanks North Star,56389,Doyon Utilities,50308,Utility Plants Section,GEN2,F401,OS,2.5,,,92,ST,SUB,,1,1945
AK,Fairbanks North Star,56389,Doyon Utilities,50308,Utility Plants Section,GEN3,F401,OP,5,,,92,ST,SUB,,1,1955
AK,Fairbanks North Star,56389,Doyon Utilities,50308,Utility Plants Section,GEN4,F401,OP,5,,,92,ST,SUB,,1,1955
AK,Fairbanks North Star,56389,Doyon Utilities,50308,Utility Plants Section,GEN5,F401,OP,5,,,92,ST,SUB,,1,1989
MI,Oakland,56398,DTE Pontiac North LLC,10111,DTE Pontiac North LLC,GEN1,,OS,28.9,19,26.9,22,ST,BIT,,10,1987
TX,Goliad,56570,Coleto Creek Power LP,6178,Coleto Creek,1,,OP,622.4,592.4,592.4,22,ST,SUB,,6,1980
TX,Robertson,56598,Optim Energy LLC,7030,Twin Oaks Power One,1,,OP,174.6,152,153,22,ST,LIG,NG,9,1990
TX,Robertson,56598,Optim Energy LLC,7030,Twin Oaks Power One,2,,OP,174.6,153,154,22,ST,LIG,NG,10,1991
CA,San Joaquin,56652,DTE Stockton LLC,54238,Port of Stockton Energy Facility,STG,,OS,54,44,44,22,ST,BIT,PC,12,1987
FL,Duval,56730,Cedar Bay Operating Services LLC,10672,Cedar Bay Generating Company LP,GEN1,,OP,291.6,250,250,22,ST,BIT,WDS,1,1994
TX,Freestone,56884,Big Brown Power Company LLC,3497,Big Brown,1,,OP,593.4,600,606,22,ST,LIG,SUB,12,1971
TX,Freestone,56884,Big Brown Power Company LLC,3497,Big Brown,2,,OP,593.4,595,602,22,ST,LIG,SUB,12,1972
TX,Robertson,57097,Oak Grove Management Co LLC,6180,Oak Grove,OG1,,OP,916.8,840,840,22,ST,LIG,NG,4,2010
TX,Robertson,57097,Oak Grove Management Co LLC,6180,Oak Grove,OG2,,OP,878.6,825,825,22,ST,LIG,NG,4,2011
TX,Milam,57098,Sandow Power Co LLC,52071,Sandow No 5,5,,OP,661.5,570,570,22,ST,LIG,DFO,1,2010
VA,Giles,57151,Celanese Acetate LLC,52089,Celanese Acetate LLC,GEN1,,OP,6,6,6,314,ST,BIT,NG,1,1942
VA,Giles,57151,Celanese Acetate LLC,52089,Celanese Acetate LLC,GEN2,,OP,6,6,6,314,ST,BIT,NG,1,1942
VA,Giles,57151,Celanese Acetate LLC,52089,Celanese Acetate LLC,GEN3,,OP,6,6,6,314,ST,BIT,NG,1,1944
VA,Giles,57151,Celanese Acetate LLC,52089,Celanese Acetate LLC,GEN4,,OP,9.2,9.2,9.2,314,ST,BIT,NG,1,1966
CA,San Bernardino,57279,California Portland Cement Co,57907,Colton Plant,1,,OS,15,14.3,14.3,32731,ST,BIT,WH,4,1985
CA,San Bernardino,57279,California Portland Cement Co,57907,Colton Plant,2,,OS,15,14.3,14.3,32731,ST,BIT,WH,4,1985
OH,Hamilton,57281,University of Cincinnati,57929,East Campus Utility Plant,STG,ECUP,OP,1.3,1.2,1.2,611,ST,BIT,NG,11,2010
MT,Richland,57296,Sidney Sugars Incorporated,57914,Sidney MT Plant,1,,OP,2,,2,311,ST,LIG,,9,1950
MT,Richland,57296,Sidney Sugars Incorporated,57914,Sidney MT Plant,2,,OP,2,,2,311,ST,LIG,,9,1950
WY,Sweetwater,57297,FMC Westvaco,57915,FMC Westvaco,1,,OP,3.5,3.5,3.5,325,ST,SUB,NG,6,1953
WY,Sweetwater,57297,FMC Westvaco,57915,FMC Westvaco,2,,OP,3.5,3.5,3.5,325,ST,SUB,NG,6,1953
WY,Sweetwater,57297,FMC Westvaco,57915,FMC Westvaco,3,,OP,4,3.5,3.5,325,ST,SUB,NG,6,1964
WY,Sweetwater,57297,FMC Westvaco,57915,FMC Westvaco,4,,OP,10,10,10,325,ST,SUB,NG,6,1972
WY,Sweetwater,57297,FMC Westvaco,57915,FMC Westvaco,5,,OP,10,10,10,325,ST,SUB,NG,6,1975
WY,Sweetwater,57297,FMC Westvaco,57915,FMC Westvaco,6,,OP,10,10,10,325,ST,SUB,NG,6,1975
CA,Imperial,57299,Spreckels Sugar Company,57916,Spreckels Sugar Company,1,,OP,8.9,8.9,8.9,311,ST,BIT,NG,4,1948
WV,Kanawha,57300,Bayer CropScience,57917,Bayer CropScience Institute Plant,1,,OP,6.3,6.3,6.3,3253,ST,BIT,NG,5,1958
WV,Kanawha,57300,Bayer CropScience,57917,Bayer CropScience Institute Plant,2,,OP,6.3,6.3,6.3,3253,ST,BIT,NG,4,1961
SC,Darlington,57302,Sonoco Products Co,57919,Sonoco Products Co,3,,OP,10,10,10,32213,ST,BIT,NG,2,1947
SC,Darlington,57302,Sonoco Products Co,57919,Sonoco Products Co,4,,OP,28,28,28,32213,ST,BIT,WDS,6,1957
IL,Morgan,57303,State of Illinois,57918,Jacksonville Developmental Center,1,,OP,0.7,0.7,0.7,623,ST,BIT,,6,1945
IL,Morgan,57303,State of Illinois,57918,Jacksonville Developmental Center,2,,OP,0.7,0.7,0.7,623,ST,BIT,,6,1945
IL,Morgan,57303,State of Illinois,57918,Jacksonville Developmental Center,3,,OP,2,2,2,623,ST,BIT,,6,1945
OH,Greene,57305,Wright Patterson AFB,57926,Heat Plant 770,HP,,OP,1.2,,1.2,92,ST,BIT,,4,2003
OH,Greene,57305,Wright Patterson AFB,57926,Heat Plant 770,LP,,OP,0.8,,0.8,92,ST,BIT,,4,2003
IL,Jackson,57306,Southern Illinois University Carbondale,57928,SIUC,GEN5,,OP,3.5,2.8,2.8,611,ST,WC,,6,1998
MO,St Charles,57310,General Motors LLC,57932,Wentzville Assembly & Contiguous,GEN1,,OP,3,3,3,336,ST,BIT,,6,1981
NE,Scotts Bluff,57315,Western Sugar Cooperative,57937,Scottsbluff,SCBF,,OP,5,5,5,311,ST,SUB,,9,1987
WY,Goshen,57315,Western Sugar Cooperative,57967,Torrington,GEGEN,,OP,2,2,2,311,ST,SUB,NG,10,1978
GA,Dougherty,57316,Miller Coors LLC,57936,Albany Brewery,GEN1,,SB,6,2.5,2.5,312,ST,BIT,,11,1979
OH,Butler,57317,Wausau Paper Middletown,57940,Wausau Paper Middletown,G3,,OP,7.5,1,1.5,322,ST,BIT,DFO,4,1986
MD,Charles,57322,Naval Facilities Engineering Command,57944,Goddard Steam Plant,1,,OP,6.2,5,3.5,541,ST,SUB,RFO,7,1957
MD,Charles,57322,Naval Facilities Engineering Command,57944,Goddard Steam Plant,2,,OP,6.2,5,3.5,541,ST,SUB,RFO,7,1957
MI,Huron,57324,Michigan Sugar Company,57949,MSC Sebewaing,1,,OP,1.5,,1.4,311,ST,BIT,NG,10,1990
MI,Huron,57324,Michigan Sugar Company,57949,MSC Sebewaing,2,,OP,1,0,0.9,311,ST,BIT,NG,10,1979
MI,Sanilac,57324,Michigan Sugar Company,57950,MSC Croswell,1,,OP,1.3,,2.1,311,ST,BIT,NG,10,1948
