State,County,Entity ID,Entity,Facility ID,Plant Name,Generator ID,Unit Code,Status,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Primary Purpose,Prime Mover,Primary Energy Source,Secondary Energy Source,Initial Month of Operation,Initial Year of Operation
GA,Putnam,7140,Georgia Power Co,709,Harllee Branch,4,,OP,544,507,507,22,ST,BIT,DFO,6,1969
GA,Cobb,7140,Georgia Power Co,710,Jack McDonough,1,,OP,299.2,251,251,22,ST,BIT,NG,8,1963
GA,Dougherty,7140,Georgia Power Co,727,Mitchell,3,,OP,163.2,155,155,22,ST,BIT,DFO,5,1964
GA,Coweta,7140,Georgia Power Co,728,Yates,1,,OP,122.5,97,97,22,ST,BIT,NG,9,1950
GA,Coweta,7140,Georgia Power Co,728,Yates,2,,OP,122.5,103,103,22,ST,BIT,NG,11,1950
GA,Coweta,7140,Georgia Power Co,728,Yates,3,,OP,122.5,111,111,22,ST,BIT,NG,8,1952
GA,Coweta,7140,Georgia Power Co,728,Yates,4,,OP,156.2,133,133,22,ST,BIT,NG,6,1957
GA,Coweta,7140,Georgia Power Co,728,Yates,5,,OP,156.2,135,135,22,ST,BIT,NG,5,1958
GA,Coweta,7140,Georgia Power Co,728,Yates,6,,OP,403.7,352,352,22,ST,BIT,NG,7,1974
GA,Coweta,7140,Georgia Power Co,728,Yates,7,,OP,403.7,355,355,22,ST,BIT,NG,4,1974
GA,Chatham,7140,Georgia Power Co,733,Kraft,2,,OP,54.4,52,52,22,ST,BIT,NG,5,1961
GA,Chatham,7140,Georgia Power Co,733,Kraft,3,,OP,103.5,101,101,22,ST,BIT,NG,5,1965
GA,Chatham,7140,Georgia Power Co,733,Kraft,ST1,,OP,50,48,48,22,ST,BIT,NG,7,1958
GA,Heard,7140,Georgia Power Co,6052,Wansley,1,,OP,952,872,872,22,ST,BIT,DFO,12,1976
GA,Heard,7140,Georgia Power Co,6052,Wansley,2,,OP,952,872,872,22,ST,BIT,DFO,4,1978
GA,Effingham,7140,Georgia Power Co,6124,McIntosh,1,,OP,177.6,156.5,156.5,22,ST,BIT,DFO,2,1979
GA,Monroe,7140,Georgia Power Co,6257,Scherer,1,,OP,891,837,837,22,ST,SUB,DFO,3,1982
GA,Monroe,7140,Georgia Power Co,6257,Scherer,2,,OP,891,850,843,22,ST,SUB,DFO,2,1984
GA,Monroe,7140,Georgia Power Co,6257,Scherer,3,,OP,891,870,870,22,ST,SUB,DFO,1,1987
GA,Monroe,7140,Georgia Power Co,6257,Scherer,4,,OP,891,849.7,866,22,ST,SUB,DFO,2,1989
PA,Schuylkill,7199,Gilberton Power Co,10113,John B Rich Memorial Power Station,GEN1,,OP,88.4,80,80,22,ST,WC,DFO,2,1988
AK,Denali Borough,7353,Golden Valley Elec Assn Inc,6288,Healy,1,,OP,28,25,25,22,ST,SUB,WC,11,1967
MI,Ottawa,7483,City of Grand Haven,1825,J B Sims,3,,OP,80,73.2,73.2,22,ST,BIT,NG,8,1983
OK,Mayes,7490,Grand River Dam Authority,165,GRDA,1,,OP,540,490,490,22,ST,SUB,NG,6,1981
OK,Mayes,7490,Grand River Dam Authority,165,GRDA,2,,OP,594,520,520,22,ST,SUB,NG,10,1985
ND,Mercer,7570,Great River Energy,2824,Stanton,1,,OP,190.2,187.4,187.4,22,ST,SUB,,4,1967
ND,McLean,7570,Great River Energy,6030,Coal Creek,1,,OP,604.8,566.8,566.8,22,ST,LIG,,6,1979
ND,McLean,7570,Great River Energy,6030,Coal Creek,2,,OP,604.8,573.5,573.5,22,ST,LIG,,9,1980
FL,Escambia,7801,Gulf Power Co,641,Crist,4,,OP,93.7,75,75,22,ST,BIT,,7,1959
FL,Escambia,7801,Gulf Power Co,641,Crist,5,,OP,93.7,75,75,22,ST,BIT,,6,1961
FL,Escambia,7801,Gulf Power Co,641,Crist,6,,OP,369.7,291,291,22,ST,BIT,,5,1970
FL,Escambia,7801,Gulf Power Co,641,Crist,7,,OP,578,465,465,22,ST,BIT,,8,1973
FL,Jackson,7801,Gulf Power Co,642,Scholz,1,,OP,49,46,46,22,ST,BIT,,3,1953
FL,Jackson,7801,Gulf Power Co,642,Scholz,2,,OP,49,46,46,22,ST,BIT,,10,1953
FL,Bay,7801,Gulf Power Co,643,Lansing Smith,1,,OP,149.6,162,162,22,ST,BIT,,6,1965
FL,Bay,7801,Gulf Power Co,643,Lansing Smith,2,,OP,190.4,195,195,22,ST,BIT,,6,1967
DE,Kent,7860,NRG Energy Center Dover LLC,10030,NRG Energy Center Dover,COG1,,OP,18,16,16,22,ST,BIT,,5,1985
OH,Butler,7977,City of Hamilton - (OH),2917,Hamilton,8,,OP,25,25,25,22,ST,BIT,NG,6,1965
OH,Butler,7977,City of Hamilton - (OH),2917,Hamilton,9,,OP,50.6,51,50,22,ST,BIT,NG,10,1975
NE,Adams,8245,City of Hastings - (NE),60,Whelan Energy Center,1,,OP,76.3,77,77,22,ST,SUB,,7,1981
NE,Adams,8245,City of Hastings - (NE),60,Whelan Energy Center,2,,OP,248,225,225,22,ST,SUB,,6,2011
MN,St Louis,8543,Hibbing Public Utilities Comm,1979,Hibbing,3,,OP,10,10,10,22,ST,SUB,WDS,4,1965
MN,St Louis,8543,Hibbing Public Utilities Comm,1979,Hibbing,5,,OP,19.5,19.5,19.5,22,ST,SUB,WDS,8,1985
MN,St Louis,8543,Hibbing Public Utilities Comm,1979,Hibbing,6,,OP,6.4,1,6.4,22,ST,SUB,WDS,2,1996
MI,Ottawa,8723,City of Holland,1830,James De Young,3,,OP,11.5,10.5,10.5,22,ST,BIT,,4,1951
MI,Ottawa,8723,City of Holland,1830,James De Young,4,,OP,22,20.5,20.5,22,ST,BIT,NG,5,1962
MI,Ottawa,8723,City of Holland,1830,James De Young,5,,OP,29.3,27,27,22,ST,BIT,NG,6,1969
MO,Jackson,9231,City of Independence - (MO),2132,Blue Valley,2,,OP,25,21,21,22,ST,BIT,NG,5,1958
MO,Jackson,9231,City of Independence - (MO),2132,Blue Valley,3,,OP,65,51,51,22,ST,BIT,NG,8,1965
MO,Jackson,9231,City of Independence - (MO),2132,Blue Valley,ST1,,OP,25,21,21,22,ST,BIT,NG,4,1958
MO,Clay,9231,City of Independence - (MO),2171,Missouri City,1,,OP,23,19,19,22,ST,BIT,DFO,6,1954
MO,Clay,9231,City of Independence - (MO),2171,Missouri City,2,,OP,23,19,19,22,ST,BIT,DFO,6,1954
IN,Pike,9267,"Hoosier Energy R E C, Inc",1043,Frank E Ratts,1,,OP,116.6,118,122,22,ST,BIT,DFO,4,1970
IN,Pike,9267,"Hoosier Energy R E C, Inc",1043,Frank E Ratts,2,,OP,116.6,122,122,22,ST,BIT,DFO,4,1970
IN,Sullivan,9267,"Hoosier Energy R E C, Inc",6213,Merom,1,,OP,540,498,504,22,ST,BIT,DFO,9,1983
IN,Sullivan,9267,"Hoosier Energy R E C, Inc",6213,Merom,2,,OP,540,497,503,22,ST,BIT,DFO,2,1982
IN,Jefferson,9269,Indiana-Kentucky Electric Corp,983,Clifty Creek,1,,OP,217.3,200.5,204.7,22,ST,SUB,BIT,2,1955
IN,Jefferson,9269,Indiana-Kentucky Electric Corp,983,Clifty Creek,2,,OP,217.3,200.5,204.7,22,ST,SUB,BIT,5,1955
IN,Jefferson,9269,Indiana-Kentucky Electric Corp,983,Clifty Creek,3,,OP,217.3,200.5,204.7,22,ST,SUB,BIT,7,1955
IN,Jefferson,9269,Indiana-Kentucky Electric Corp,983,Clifty Creek,4,,OP,217.3,200.5,204.7,22,ST,SUB,BIT,10,1955
IN,Jefferson,9269,Indiana-Kentucky Electric Corp,983,Clifty Creek,5,,OP,217.3,200.5,204.7,22,ST,SUB,BIT,11,1955
IN,Jefferson,9269,Indiana-Kentucky Electric Corp,983,Clifty Creek,6,,OP,217.3,200.5,204.7,22,ST,SUB,BIT,3,1956
IN,Marion,9273,Indianapolis Power & Light Co,990,Harding Street,5,,OP,113.5,106,109,22,ST,BIT,DFO,6,1958
IN,Marion,9273,Indianapolis Power & Light Co,990,Harding Street,6,,OP,113.6,106,109,22,ST,BIT,DFO,5,1961
IN,Marion,9273,Indianapolis Power & Light Co,990,Harding Street,7,,OP,470.9,435,435,22,ST,BIT,DFO,7,1973
IN,Morgan,9273,Indianapolis Power & Light Co,991,Eagle Valley,3,,OP,50,40,40,22,ST,BIT,,12,1951
IN,Morgan,9273,Indianapolis Power & Light Co,991,Eagle Valley,4,,OP,69,56,57,22,ST,BIT,,1,1953
IN,Morgan,9273,Indianapolis Power & Light Co,991,Eagle Valley,5,,OP,69,62,63,22,ST,BIT,,12,1953
IN,Morgan,9273,Indianapolis Power & Light Co,991,Eagle Valley,6,,OP,113.6,99,100,22,ST,BIT,,10,1956
IN,Pike,9273,Indianapolis Power & Light Co,994,AES Petersburg,4,,OP,670.9,529.6,534.6,22,ST,BIT,,4,1986
IN,Pike,9273,Indianapolis Power & Light Co,994,AES Petersburg,ST1,,OP,281.6,222.5,225.1,22,ST,BIT,,6,1967
IN,Pike,9273,Indianapolis Power & Light Co,994,AES Petersburg,ST2,,OP,523.3,421.8,432.2,22,ST,BIT,,12,1969
IN,Pike,9273,Indianapolis Power & Light Co,994,AES Petersburg,ST3,,OP,670.9,527.6,540.3,22,ST,BIT,,11,1977
IN,Dearborn,9324,Indiana Michigan Power Co,988,Tanners Creek,1,,OP,152.5,145,145,22,ST,BIT,,3,1951
IN,Dearborn,9324,Indiana Michigan Power Co,988,Tanners Creek,2,,OP,152.5,145,145,22,ST,BIT,,11,1952
IN,Dearborn,9324,Indiana Michigan Power Co,988,Tanners Creek,3,,OP,215.4,200,205,22,ST,BIT,,12,1954
IN,Dearborn,9324,Indiana Michigan Power Co,988,Tanners Creek,4,,OP,579.7,500,500,22,ST,BIT,SUB,7,1964
IN,Spencer,9324,Indiana Michigan Power Co,6166,Rockport,1,,OP,1300,1300,1300,22,ST,SUB,BIT,12,1984
IN,Spencer,9324,Indiana Michigan Power Co,6166,Rockport,2,,OP,1300,1300,1300,22,ST,SUB,BIT,12,1989
DE,Sussex,9332,Indian River Operations Inc,594,Indian River Generating Station,1,,OS,81.6,89,89,22,ST,BIT,DFO,10,1957
DE,Sussex,9332,Indian River Operations Inc,594,Indian River Generating Station,2,,OS,81.6,89,89,22,ST,BIT,DFO,11,1959
DE,Sussex,9332,Indian River Operations Inc,594,Indian River Generating Station,3,,OP,176.8,170,170,22,ST,BIT,DFO,3,1970
DE,Sussex,9332,Indian River Operations Inc,594,Indian River Generating Station,4,,OP,442.4,430,430,22,ST,BIT,DFO,10,1980
PA,Cambria,9379,"Inter-Power/AhlCon Partners, L.P.",10143,Colver Power Project,COLV,,OP,118,110,110,22,ST,WC,PG,2,1995
IA,Dubuque,9417,Interstate Power and Light Co,1046,Dubuque,3,,OP,28.7,28,29.2,22,ST,SUB,BIT,1,1952
IA,Dubuque,9417,Interstate Power and Light Co,1046,Dubuque,4,,OP,37.5,35.5,36.2,22,ST,SUB,BIT,1,1959
IA,Allamakee,9417,Interstate Power and Light Co,1047,Lansing,3,,SB,37.5,29.4,29.5,22,ST,SUB,BIT,1,1957
IA,Allamakee,9417,Interstate Power and Light Co,1047,Lansing,4,,OP,274.5,240.1,245.5,22,ST,SUB,BIT,5,1977
IA,Clinton,9417,Interstate Power and Light Co,1048,Milton L Kapp,2,,OP,218.5,210,211.1,22,ST,SUB,NG,1,1967
IA,Linn,9417,Interstate Power and Light Co,1073,Prairie Creek,1,,OP,14.6,1.6,1.6,22,ST,SUB,NG,4,1997
IA,Linn,9417,Interstate Power and Light Co,1073,Prairie Creek,3,,OP,50,45.6,47.2,22,ST,SUB,NG,10,1958
IA,Linn,9417,Interstate Power and Light Co,1073,Prairie Creek,4,,OP,148.8,123,126,22,ST,SUB,NG,4,1967
IA,Marshall,9417,Interstate Power and Light Co,1077,Sutherland,1,,OP,37.5,27.8,27.8,22,ST,SUB,NG,5,1955
IA,Marshall,9417,Interstate Power and Light Co,1077,Sutherland,3,,OP,81.6,78.3,79,22,ST,SUB,PC,1,1961
IA,Des Moines,9417,Interstate Power and Light Co,1104,Burlington,1,,OP,212,192,194.9,22,ST,SUB,NG,6,1968
IA,Wapello,9417,Interstate Power and Light Co,6254,Ottumwa,1,,OP,725.9,697.3,702.8,22,ST,SUB,,5,1981
IA,Story,9434,Iowa State University,54201,Iowa State University,GEN3,,OP,13.2,13.3,13.3,611,ST,BIT,NG,9,1978
IA,Story,9434,Iowa State University,54201,Iowa State University,GEN4,,SB,6.2,6.3,6.3,611,ST,BIT,NG,10,1960
IA,Story,9434,Iowa State University,54201,Iowa State University,GEN5,,OP,11.5,11.5,11.5,611,ST,BIT,NG,3,1970
IA,Story,9434,Iowa State University,54201,Iowa State University,GEN6,,OP,15.1,15.1,15.1,611,ST,BIT,NG,5,2005
FL,Duval,9617,JEA,207,St Johns River Power Park,1,,OP,679,626,638,22,ST,BIT,PC,4,1987
FL,Duval,9617,JEA,207,St Johns River Power Park,2,,OP,679,626,638,22,ST,BIT,PC,7,1988
VA,HOPEWELL CITY,9628,Hopewell Operating Services LLC,10377,James River Genco LLC,GEN1,,OP,57.4,46.3,46.3,22,ST,BIT,,1,1988
VA,HOPEWELL CITY,9628,Hopewell Operating Services LLC,10377,James River Genco LLC,GEN2,,OP,57.4,46.3,46.3,22,ST,BIT,,1,1988
NY,Chautauqua,9645,Jamestown Board of Public Util,2682,S A Carlson,5,1,OP,24.5,22.5,22.5,22,ST,BIT,NG,8,1951
NY,Chautauqua,9645,Jamestown Board of Public Util,2682,S A Carlson,6,1,OP,24.5,22.5,22.5,22,ST,BIT,NG,8,1968
IN,Dubois,9667,City of Jasper,6225,Jasper 2,1,,OP,14.5,13.6,13.6,22,ST,BIT,,9,1968
FL,Nassau,9686,RockTenn-Jackson Fenandina,10202,Fernandina Beach Mill,GEN6,,OP,74.4,50,50,32213,ST,BIT,RFO,9,1982
IL,Rock Island,9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,GEN2,,SB,2,2,2,333,ST,BIT,,10,1940
IL,Rock Island,9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,GEN4,,SB,2.5,2.5,2.5,333,ST,BIT,,4,1949
IL,Rock Island,9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,GEN5,,SB,3,3,3,333,ST,BIT,,11,1951
IL,Rock Island,9788,John Deere Harvester Works Co,10039,John Deere Harvester Works,GEN6,,OS,2.5,2.5,2.5,333,ST,BIT,,11,1960
KS,Wyandotte,9996,City of Kansas City - (KS),1295,Quindaro,ST1,,OP,81.6,72,72,22,ST,SUB,NG,5,1965
KS,Wyandotte,9996,City of Kansas City - (KS),1295,Quindaro,ST2,,OP,157.5,111,111,22,ST,SUB,NG,12,1971
KS,Wyandotte,9996,City of Kansas City - (KS),6064,Nearman Creek,1,,OP,261,229,229,22,ST,SUB,,6,1981
KS,Linn,10000,Kansas City Power & Light Co,1241,La Cygne,1,,OP,893,735,735,22,ST,SUB,BIT,6,1973
KS,Linn,10000,Kansas City Power & Light Co,1241,La Cygne,2,,OP,685,686.2,686.2,22,ST,SUB,,5,1977
MO,Jackson,10000,Kansas City Power & Light Co,2079,Hawthorn,5,,OP,594.3,564,564,22,ST,SUB,NG,5,1969
MO,Henry,10000,Kansas City Power & Light Co,2080,Montrose,1,,OP,188,170,170,22,ST,SUB,,7,1958
MO,Henry,10000,Kansas City Power & Light Co,2080,Montrose,2,,OP,188,164,164,22,ST,SUB,,4,1960
MO,Henry,10000,Kansas City Power & Light Co,2080,Montrose,3,,OP,188,176,176,22,ST,SUB,,5,1964
MO,Platte,10000,Kansas City Power & Light Co,6065,Iatan,1,,OP,726,704.7,704.7,22,ST,SUB,,5,1980
MO,Platte,10000,Kansas City Power & Light Co,6065,Iatan,2,,OP,914,881.1,881.1,22,ST,SUB,,8,2010
KY,Mercer,10171,Kentucky Utilities Co,1355,E W Brown,1,,OP,113.6,106,107,22,ST,BIT,,5,1957
KY,Mercer,10171,Kentucky Utilities Co,1355,E W Brown,2,,OP,179.5,166,168,22,ST,BIT,,6,1963
KY,Mercer,10171,Kentucky Utilities Co,1355,E W Brown,3,,OP,464,412,416,22,ST,BIT,,7,1971
KY,Carroll,10171,Kentucky Utilities Co,1356,Ghent,1,,OP,556.9,479,481,22,ST,BIT,,2,1974
KY,Carroll,10171,Kentucky Utilities Co,1356,Ghent,2,,OP,556.3,495,477,22,ST,BIT,,4,1977
KY,Carroll,10171,Kentucky Utilities Co,1356,Ghent,3,,OP,556.5,489,482,22,ST,BIT,,5,1981
KY,Carroll,10171,Kentucky Utilities Co,1356,Ghent,4,,OP,556.2,469,491,22,ST,BIT,,8,1984
KY,Muhlenberg,10171,Kentucky Utilities Co,1357,Green River,3,,OP,75,68,71,22,ST,BIT,,4,1954
KY,Muhlenberg,10171,Kentucky Utilities Co,1357,Green River,4,,OP,113.6,93,100,22,ST,BIT,,7,1959
KY,Woodford,10171,Kentucky Utilities Co,1361,Tyrone,3,,SB,75,71,73,22,ST,BIT,,7,1953
PA,Delaware,10273,Kimberly-Clark Corp,50410,Chester Operations,5,,OP,67,67,67,322122,ST,WC,PC,5,1986
FL,Polk,10623,City of Lakeland,676,C D McIntosh Jr,3,,OP,363.8,342,342,22,ST,BIT,PC,9,1982
CO,Prowers,10633,City of Lamar - (CO),508,Lamar Plant,4,,OP,25,25,25,22,ST,SUB,,8,1972
CO,Prowers,10633,City of Lamar - (CO),508,Lamar Plant,6,,OP,18.5,15,15,22,ST,SUB,,5,2009
IN,Cass,11142,City of Logansport - (IN),1032,Logansport,4,,OP,18,16.5,16.5,22,ST,BIT,,6,1958
IN,Cass,11142,City of Logansport - (IN),1032,Logansport,5,,OP,25,22,22,22,ST,BIT,,6,1964
UT,Millard,11208,Los Angeles Department of Water & Power,6481,Intermountain Power Project,1,,OP,820,900,900,22,ST,BIT,SUB,6,1986
UT,Millard,11208,Los Angeles Department of Water & Power,6481,Intermountain Power Project,2,,OP,820,900,900,22,ST,BIT,SUB,5,1987
KY,Jefferson,11249,Louisville Gas & Electric Co,1363,Cane Run,4,,OP,163.2,155,155,22,ST,BIT,NG,5,1962
KY,Jefferson,11249,Louisville Gas & Electric Co,1363,Cane Run,5,,OP,209.4,168,168,22,ST,BIT,NG,5,1966
KY,Jefferson,11249,Louisville Gas & Electric Co,1363,Cane Run,6,,OP,272,240,240,22,ST,BIT,NG,5,1969
KY,Jefferson,11249,Louisville Gas & Electric Co,1364,Mill Creek,1,,OP,355.5,303,303,22,ST,BIT,NG,8,1972
KY,Jefferson,11249,Louisville Gas & Electric Co,1364,Mill Creek,2,,OP,355.5,301,299,22,ST,BIT,NG,7,1974
KY,Jefferson,11249,Louisville Gas & Electric Co,1364,Mill Creek,3,,OP,462.6,391,394,22,ST,BIT,NG,8,1978
KY,Jefferson,11249,Louisville Gas & Electric Co,1364,Mill Creek,4,,OP,543.6,477,486,22,ST,BIT,NG,9,1982
KY,Trimble,11249,Louisville Gas & Electric Co,6071,Trimble County,1,,OP,566.1,511,515,22,ST,BIT,DFO,12,1990
KY,Trimble,11249,Louisville Gas & Electric Co,6071,Trimble County,2,,OP,834,731.9,761.3,22,ST,BIT,SUB,1,2011
LA,Pointe Coupee,11252,Louisiana Generating LLC,6055,Big Cajun 2,1,,OP,626,580,580,22,ST,SUB,DFO,7,1981
LA,Pointe Coupee,11252,Louisiana Generating LLC,6055,Big Cajun 2,2,,OP,626,575,575,22,ST,SUB,DFO,7,1982
LA,Pointe Coupee,11252,Louisiana Generating LLC,6055,Big Cajun 2,3,,OP,619,588,588,22,ST,SUB,DFO,4,1983
TX,Fayette,11269,Lower Colorado River Authority,6179,Fayette Power Project,1,,OP,615,598,606,22,ST,SUB,,6,1979
TX,Fayette,11269,Lower Colorado River Authority,6179,Fayette Power Project,2,,OP,615,598,606,22,ST,SUB,,5,1980
TX,Fayette,11269,Lower Colorado River Authority,6179,Fayette Power Project,3,,OP,460,445,450,22,ST,SUB,,4,1988
WI,Dane,11479,Madison Gas & Electric Co,3992,Blount Street,6,,OP,50,49.5,49.5,22,ST,BIT,NG,6,1957
WI,Dane,11479,Madison Gas & Electric Co,3992,Blount Street,7,,OP,50,49.7,49.7,22,ST,BIT,NG,7,1961
MI,Marquette,11701,City of Marquette - (MI),1843,Shiras,1,,OS,12.5,11.6,11.6,22,ST,BIT,,1,1967
MI,Marquette,11701,City of Marquette - (MI),1843,Shiras,2,,OP,21,19.5,19.5,22,ST,BIT,WDS,1,1972
MI,Marquette,11701,City of Marquette - (MI),1843,Shiras,3,,OP,44,41,41,22,ST,SUB,,4,1983
MO,Saline,11732,City of Marshall- (MO),2144,Marshall,4,,OP,6,5.8,5.9,22,ST,BIT,NG,7,1956
MO,Saline,11732,City of Marshall- (MO),2144,Marshall,5,,OP,16.5,16,16.2,22,ST,BIT,NG,7,1967
ND,Morton,12199,Montana-Dakota Utilities Co,2790,R M Heskett,1,,OP,40,29.5,29.5,22,ST,LIG,SUB,11,1954
ND,Morton,12199,Montana-Dakota Utilities Co,2790,R M Heskett,2,,OP,75,74.8,74.8,22,ST,LIG,SUB,11,1963
MT,Richland,12199,Montana-Dakota Utilities Co,6089,Lewis & Clark,1,,OP,50,53.1,44,22,ST,LIG,NG,10,1958
WI,WINNEBAGO,12298,City of Menasha - (WI),4127,Menasha,3,,OP,7.5,7.5,7.5,22,ST,SUB,,12,1954
WI,WINNEBAGO,12298,City of Menasha - (WI),4127,Menasha,4,,OP,13.6,12.5,12.5,22,ST,SUB,,12,1964
WI,WINNEBAGO,12298,City of Menasha - (WI),4127,Menasha,5,,OP,6.9,6.9,6.9,22,ST,SUB,,10,2006
IA,Scott,12341,MidAmerican Energy Co,1081,Riverside,3HS,,OP,5,4,4,22,ST,SUB,NG,5,1949
IA,Scott,12341,MidAmerican Energy Co,1081,Riverside,5,,OP,136,133.3,133.3,22,ST,SUB,NG,6,1961
IA,Pottawattamie,12341,MidAmerican Energy Co,1082,Walter Scott Jr Energy Center,1,,OP,49,37.7,37.7,22,ST,SUB,NG,3,1954
IA,Pottawattamie,12341,MidAmerican Energy Co,1082,Walter Scott Jr Energy Center,2,,OP,81.6,83.9,83.9,22,ST,SUB,NG,10,1958
IA,Pottawattamie,12341,MidAmerican Energy Co,1082,Walter Scott Jr Energy Center,3,,OP,725.8,708.7,708.7,22,ST,SUB,,12,1978
IA,Pottawattamie,12341,MidAmerican Energy Co,1082,Walter Scott Jr Energy Center,4,,OP,922.5,811.2,818,22,ST,SUB,,6,2007
IA,Woodbury,12341,MidAmerican Energy Co,1091,George Neal North,1,,OP,147,140.4,140.4,22,ST,SUB,BIT,5,1964
IA,Woodbury,12341,MidAmerican Energy Co,1091,George Neal North,2,,OP,349.2,293.8,293.8,22,ST,SUB,BIT,5,1972
IA,Woodbury,12341,MidAmerican Energy Co,1091,George Neal North,3,,OP,549.8,522.2,522.2,22,ST,SUB,BIT,5,1975
IA,Louisa,12341,MidAmerican Energy Co,6664,Louisa,1,,OP,811.9,750.2,750.2,22,ST,SUB,,10,1983
IA,Woodbury,12341,MidAmerican Energy Co,7343,George Neal South,4,,OP,640,645.1,645.1,22,ST,SUB,,7,1979
IL,Will,12384,Midwest Generations EME LLC,384,Joliet 29,7,,OP,660,518,522,22,ST,SUB,NG,4,1965
IL,Will,12384,Midwest Generations EME LLC,384,Joliet 29,8,,OP,660,518,522,22,ST,SUB,NG,3,1966
IL,Cook,12384,Midwest Generations EME LLC,867,Crawford,7,,OP,239.3,213,216,22,ST,SUB,,5,1958
IL,Cook,12384,Midwest Generations EME LLC,867,Crawford,8,,OP,358.1,319,326,22,ST,SUB,,4,1961
IL,Will,12384,Midwest Generations EME LLC,874,Joliet 9,6,,OP,360.4,314,314,22,ST,SUB,,6,1959
IL,Tazewell,12384,Midwest Generations EME LLC,879,Powerton,5,,OP,892.8,769,769,22,ST,SUB,BIT,9,1972
IL,Tazewell,12384,Midwest Generations EME LLC,879,Powerton,6,,OP,892.8,769,769,22,ST,SUB,BIT,12,1975
IL,Lake,12384,Midwest Generations EME LLC,883,Waukegan,7,,OP,326.4,328,328,22,ST,SUB,NG,6,1958
IL,Lake,12384,Midwest Generations EME LLC,883,Waukegan,8,,OP,355.3,361,361,22,ST,SUB,NG,7,1962
IL,Will,12384,Midwest Generations EME LLC,884,Will County,3,,OP,299.2,251,262,22,ST,SUB,DFO,6,1957
IL,Will,12384,Midwest Generations EME LLC,884,Will County,4,,OP,598.4,510,520,22,ST,SUB,DFO,6,1963
IL,Cook,12384,Midwest Generations EME LLC,886,Fisk Street,19,,OP,374,326,326,22,ST,SUB,NG,7,1968
PA,Indiana,12384,Midwest Generations EME LLC,3122,Homer City Station,1,,OP,660,620,650,22,ST,BIT,DFO,6,1969
PA,Indiana,12384,Midwest Generations EME LLC,3122,Homer City Station,2,,OP,660,614,614,22,ST,BIT,DFO,8,1969
PA,Indiana,12384,Midwest Generations EME LLC,3122,Homer City Station,3,,OP,692,650,650,22,ST,BIT,DFO,11,1977
MI,Ingham,12436,Michigan State University,10328,T B Simon Power Plant,GEN1,,OP,12.5,12.5,12.5,611,ST,BIT,NG,12,1965
MI,Ingham,12436,Michigan State University,10328,T B Simon Power Plant,GEN2,,OP,12.5,12.5,12.5,611,ST,BIT,NG,9,1966
MI,Ingham,12436,Michigan State University,10328,T B Simon Power Plant,GEN3,,OP,15,15,15,611,ST,BIT,NG,12,1974
MI,Ingham,12436,Michigan State University,10328,T B Simon Power Plant,GEN4,,OP,21,21,21,611,ST,BIT,NG,8,1993
MI,Ingham,12436,Michigan State University,10328,T B Simon Power Plant,GEN5,,OP,24,23.8,23.8,611,ST,BIT,NG,5,2006
VA,Alexandria,12588,GenOn Potomac River LLC,3788,Potomac River,1,,OP,92,88,88,22,ST,BIT,DFO,9,1949
VA,Alexandria,12588,GenOn Potomac River LLC,3788,Potomac River,2,,OP,92,88,88,22,ST,BIT,DFO,6,1950
VA,Alexandria,12588,GenOn Potomac River LLC,3788,Potomac River,3,,OP,110,102,102,22,ST,BIT,DFO,6,1954
VA,Alexandria,12588,GenOn Potomac River LLC,3788,Potomac River,4,,OP,110,102,102,22,ST,BIT,DFO,2,1956
VA,Alexandria,12588,GenOn Potomac River LLC,3788,Potomac River,5,,OP,110,102,102,22,ST,BIT,DFO,5,1957
MD,Prince Georges,12628,GenOn Chalk Point LLC,1571,Chalk Point LLC,ST1,,OP,364,331,331,22,ST,BIT,DFO,8,1964
MD,Prince Georges,12628,GenOn Chalk Point LLC,1571,Chalk Point LLC,ST2,,OP,364,336,336,22,ST,BIT,DFO,3,1965
MN,St Louis,12647,Minnesota Power Inc,1891,Syl Laskin,1,,OP,58,55,55,22,ST,SUB,NG,6,1953
MN,St Louis,12647,Minnesota Power Inc,1891,Syl Laskin,2,,OP,58,50.7,50.7,22,ST,SUB,NG,9,1953
MN,Itasca,12647,Minnesota Power Inc,1893,Clay Boswell,1,,OP,75,68,68,22,ST,SUB,,7,1958
MN,Itasca,12647,Minnesota Power Inc,1893,Clay Boswell,2,,OP,75,67,67,22,ST,SUB,,1,1960
MN,Itasca,12647,Minnesota Power Inc,1893,Clay Boswell,3,,OP,364.5,360.5,360.5,22,ST,SUB,,5,1973
MN,Itasca,12647,Minnesota Power Inc,1893,Clay Boswell,4,,OP,558,428,428,22,ST,SUB,,5,1980
MN,Cook,12647,Minnesota Power Inc,10075,Taconite Harbor Energy Center,GEN1,,OP,84,76.9,76.9,22,ST,SUB,BIT,1,1957
MN,Cook,12647,Minnesota Power Inc,10075,Taconite Harbor Energy Center,GEN2,,OP,84,75.2,75.2,22,ST,SUB,BIT,1,1957
MN,Cook,12647,Minnesota Power Inc,10075,Taconite Harbor Energy Center,GEN3,,OP,84,82,82,22,ST,SUB,BIT,1,1967
